Link,Title
https://news.tvbs.com.tw/politics/325597,各地都有狀況！　高雄還傳賄選
https://news.tvbs.com.tw/life/325751,蘇花高／反蘇花高遭嗆　嚴長壽：要永續環保
https://news.tvbs.com.tw/life/325804,蘇花高／蘇花高建不建　兩代花蓮人意見分歧
https://news.tvbs.com.tw/life/325917,蘇花高／36小時過期　麻糬業者盼望通路順
https://news.tvbs.com.tw/life/325925,蘇花高／抗議嚴長壽　花蓮鄉親登門踢館
https://news.tvbs.com.tw/life/325955,蘇花高／「我要蘇花高！」　警民爆3波拉扯
https://news.tvbs.com.tw/life/325970,蘇花高／護花少年少女　著制服「反」蘇花高
https://news.tvbs.com.tw/politics/325988,「上廁所」抗議　嚴長壽亞都麗緻警戒
https://news.tvbs.com.tw/life/326024,蘇花高／雪隧經驗　環保人士憂太魯閣生態
https://news.tvbs.com.tw/life/326151,蘇花高／交通不便　花蓮觀光業期待蘇花高
https://news.tvbs.com.tw/life/326256,蘇花高／興建蘇花高　隧道工程難度類似雪隧
https://news.tvbs.com.tw/politics/326310,蘇花高／蘇花高案　環評最快5月底審議
https://news.tvbs.com.tw/life/326369,海灘蓋飯店　環盟發起「拒住房」運動
https://news.tvbs.com.tw/politics/326972,蘇花高蓋不蓋　立委邀環委走一趟
https://news.tvbs.com.tw/politics/327187,嚴長壽呼籲陳總統　正視生態環保
https://news.tvbs.com.tw/politics/327212,蘇花高建不建？呂游都說尊重環評
https://news.tvbs.com.tw/politics/327297,扁：支持蘇花高　但由「環評」決定
https://news.tvbs.com.tw/politics/328248,政策遭圍剿　蘇反擊謝：太不厚道
https://news.tvbs.com.tw/politics/328792,難得對政策表態　證嚴反對蘇花高
https://news.tvbs.com.tw/politics/328809,4月底環評　蘇花高動工有望？
https://news.tvbs.com.tw/politics/328811,生態vs.建設　蘇花高環評本月定案
https://news.tvbs.com.tw/politics/378249,預算表決大戰　藍軍掌握優勢猛砍
https://news.tvbs.com.tw/life/480710,落石砸死家人　幼女不知　哭找爹娘
https://news.tvbs.com.tw/life/481367,政院未編蘇花高預算　立委發飆
https://news.tvbs.com.tw/life/483201,蘇花高再添變數　需再環評
https://news.tvbs.com.tw/life/485799,土石流陰影　蘇花高生態與建設拉扯
https://news.tvbs.com.tw/life/485820,水災警訊　蘇花高是否續建　行政院評估
https://news.tvbs.com.tw/life/485850,水災警訊　交部：蘇花高　北宜鐵不停建
https://news.tvbs.com.tw/life/487449,中央地方環評不一　蘇花高難動工
https://news.tvbs.com.tw/life/487461,抗議蘇花高緩建　民眾北上抗議
https://news.tvbs.com.tw/life/380797,蘇花高興建案被退　縣民怒醞釀抗爭
https://news.tvbs.com.tw/life/381060,花蓮造勢　陳總統：謝深山阻擋蘇花高
https://news.tvbs.com.tw/life/386752,政院：參酌民意　宣布蘇花高復工日
https://news.tvbs.com.tw/life/386812,蘇花高民調出爐　7成以上贊成興建
https://news.tvbs.com.tw/life/388605,總統：連戰不知反省　加速脫產
https://news.tvbs.com.tw/life/389743,議會27票通過提案　支持興建蘇花高
https://news.tvbs.com.tw/life/390126,緩建蘇花　謝深山說中了陷阱
https://news.tvbs.com.tw/life/390606,客屬後援會成立　連宋客語致詞
https://news.tvbs.com.tw/life/390613,反對蘇花高　謝深山：無配套將成迫害
https://news.tvbs.com.tw/politics/390653,〈獨家〉蘇花高若不建　2億徵收費將向民眾討回
https://news.tvbs.com.tw/life/390669,蘇花公路喊停　國親釐清謝深山責任
https://news.tvbs.com.tw/politics/390677,蘇花高臨時喊卡　包商錯愕
https://news.tvbs.com.tw/life/390681,蘇花高緩建　證嚴法師被傳是關鍵
https://news.tvbs.com.tw/life/390687,游揆：民意盼蘇花高緩建　勿政治化
https://news.tvbs.com.tw/life/390776,居民反對蘇花高　游揆：暫緩3個月
https://news.tvbs.com.tw/life/393516,反對蘇花高興建　環保團體陳情
