"【改制後】縣市重要統計指標自選項目
            ，依 指標、期間、縣市"
""
"","","土地面積(平方公里)","0-14歲人口數(人)","15-64歲人口數(人)","65歲以上人口數(人)","幼年人口比率(0-14歲)(％)","青壯年人口比率(15-64歲)(％)","老年人口比率(65歲以上)(％)","道路交通事故肇事總件數(件)","道路交通事故(30日內)死亡人數(人)","事故傷害死亡人數(人)","小客車登記數(輛)","車輛成長率-小客車(％)"
"2014","","","","","","","","","","","",""
"","臺北市","271.80","382,795","1,938,993","380,527","14.17","71.75","14.08","20,529","138","458","702,239","2.33"
"2015","","","","","","","","","","","",""
"","臺北市","271.80","377,428","1,928,200","399,182","13.95","71.29","14.76","20,649","137","435","712,990","1.53"
"2016","","","","","","","","","","","",""
"","臺北市","271.80","375,128","1,901,446","419,130","13.92","70.54","15.55","22,448","157","457","718,400","0.76"
"2017","","","","","","","","","","","",""
"","臺北市","271.80","369,872","1,874,209","439,176","13.78","69.85","16.37","21,682","106","443","724,051","0.79"
"2018","","","","","","","","","","","",""
"","臺北市","271.80","363,657","1,846,280","458,635","13.63","69.19","17.19","21,548","137","455","727,657","0.82"
"2019","","","","","","","","","","","",""
"","臺北市","271.80","355,500","1,811,597","477,944","13.44","68.49","18.07","22,882","131","387","729,043","0.19"
"2020","","","","","","","","","","","",""
"","臺北市","271.80","344,525","1,762,254","495,639","13.24","67.72","19.05","25,545","102","367","728,947","-0.01"
"2021","","","","","","","","","","","",""
"","臺北市","271.80","326,440","1,693,847","504,106","12.93","67.10","19.97","24,038","130","367","734,913","0.82"
"2022","","","","","","","","","","","",""
"","臺北市","271.80","312,209","1,649,878","518,594","12.59","66.51","20.91","25,141","107","365","739,567","0.63"
"2023","","","","","","","","","","","",""
"","臺北市","271.80","310,069","1,648,662","553,155","12.34","65.63","22.02","23,921","109","426","748,095","1.15"
"註解："
"------------------------------"
"指標項：0-14歲人口數(人)"
"單位：人"
"定義：於統計標準日戶籍登記實足年齡為0-14歲人口數。"
"資料來源：內政部"
"------------------------------"
"指標項：15-64歲人口數(人)"
"單位：人"
"定義：於統計標準日戶籍登記實足年齡為15-64歲人口數。"
"資料來源：內政部"
"------------------------------"
"指標項：65歲以上人口數(人)"
"單位：人"
"定義：於統計標準日戶籍登記實足年齡為65歲以上人口數。"
"資料來源：內政部"
"------------------------------"
"指標項：土地面積(平方公里)"
"單位：平方公里"
"定義：土地面積係指行政區域之土地面積，包含海埔新生地及附屬島嶼。"
"資料來源：內政部"
"------------------------------"
"指標項：道路交通事故肇事總件數(件)"
"單位：件"
"定義：警察機關統計造成人員死亡及受傷之交通事故(不含車輛財物損壞之事故)件數；八十八年以前僅包含造成人員當場或24小時內死亡之交通事故件數。"
"資料來源：內政部"
"------------------------------"
"指標項：幼年人口比率(0-14歲)(％)"
"單位：％"
"定義：指0-14歲的人口占總人口之百分比。"
"公式：(0-14歲人口數／戶籍登記人口數)*100"
"資料來源：內政部"
"------------------------------"
"指標項：青壯年人口比率(15-64歲)(％)"
"單位：％"
"定義：指15-64歲的人口占總人口之百分比。"
"公式：(15-64歲人口數／戶籍登記人口數)*100"
"資料來源：內政部"
"------------------------------"
"指標項：老年人口比率(65歲以上)(％)"
"單位：％"
"定義：年齡65歲以上的人口占總人口比率。"
"公式：(65歲以上人口數／戶籍登記人口數)*100"
"資料來源：內政部"
"------------------------------"
"指標項：事故傷害死亡人數(人)"
"單位：人"
"定義：依國際疾病分類標準第十版，事故傷害死亡人數為死亡原因代碼範圍在V01-X59, Y85-Y86者。"
"資料來源：衛生福利部"
"------------------------------"
"指標項：小客車登記數(輛)"
"單位：輛"
"定義：年底向監理機關領有統一牌照之小客車數量。"
"資料來源：交通部"
"------------------------------"
"指標項：車輛成長率-小客車(％)"
"單位：％"
"定義：小客車登記數之成長率。"
"公式：（（當年底小客車登記數／上年底小客車登記數）-1）＊100"
"資料來源：交通部"
"------------------------------"
"指標項：道路交通事故(30日內)死亡人數(人)"
"單位：人"
"定義：指道路交通事故造成人員當場或30日內死亡之人數。"
"資料來源：交通部"
""
