,平均值,平均每戶擁有自小客車輛數(輛),
,使用縣市別,臺北市,花蓮縣
日期,,,
101年,,1.4,1.6
103年,,1.3,1.5
105年,,1.3,1.5
107年,,1.3,1.6
109年,,1.4,1.6
111年,,1.3,1.6
資料來源：交通部「自用小客車使用狀況調查」。,,,
