,性別,總計,,男,,女,
,使用縣市別,臺北市,花蓮縣,臺北市,花蓮縣,臺北市,花蓮縣
日期,,,,,,,
100年,,41.5,46.9,43.1,47.6,39.9,48.1
103年,,42.2,45.3,43,43.7,41.2,45.8
105年,,44.1,46.4,44.8,46.2,42.6,46.6
107年,,44.5,47.7,44.1,47.8,45.1,47.6
109年,,42.9,44.6,42.5,46.9,43.7,42.7
111年,,44.9,47.4,45.2,45.7,44.3,48.9
資料來源：交通部「機車使用狀況調查」。,,,,,,,
