性別_男	年紀_壯年	年紀_中年	年紀_老年	學歷_大學	學歷_研究所以上	學歷_高中職	取消關注他們的粉專或帳號	拒絕觀看他們的發文或影音	在網路上留言或發文指責	其他	因歧視特定國家、種族或性別	因有不同的政治意識型態或價值觀	因不表態支持重要的社會議題	因做出不道德、不正當或不合法行為	因其他	年齡	網路攻擊暴露	網路攻擊行為	政治與公共事務暴露	國民黨溫度	民進黨溫度
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	53.0	3.0	1.0	2.75	42.0	77.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	24.0	3.6	2.0	3.0	20.0	25.0
0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	63.0	2.2	1.0	2.5	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	23.0	3.8	1.6	2.75	30.0	40.0
0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	59.0	3.0	1.2	2.75	38.0	20.0
0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	36.0	2.8	1.0	3.0	50.0	50.0
0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	45.0	4.0	1.0	3.0	65.0	50.0
0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	46.0	2.2	1.8	3.0	37.0	16.0
0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	47.0	2.2	1.2	2.25	80.0	50.0
0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	41.0	3.2	1.2	2.25	30.0	0.0
0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	42.0	2.8	1.0	3.5	78.0	75.0
1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	33.0	4.0	1.6	3.0	70.0	71.0
0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	71.0	3.8	1.2	2.75	95.0	0.0
0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	65.0	1.2	1.0	2.5	80.0	2.0
0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	53.0	2.6	1.0	2.75	42.0	37.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	37.0	2.8	1.0	2.75	38.0	62.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	39.0	3.2	1.0	3.25	30.0	50.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	42.0	3.2	1.2	3.0	30.0	50.0
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	42.0	3.6	1.0	2.5	36.0	59.0
0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	52.0	3.2	1.0	3.5	60.0	40.0
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	35.0	4.0	1.0	3.0	28.0	49.0
0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	32.0	3.2	1.6	2.5	7.0	90.0
1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	24.0	3.0	1.8	2.75	15.0	60.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	30.0	3.0	1.6	3.5	52.0	55.0
1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	20.0	4.0	2.6	3.0	25.0	60.0
1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	66.0	2.2	1.8	3.0	50.0	40.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	26.0	4.0	2.0	3.25	0.0	0.0
1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	29.0	3.0	1.2	3.25	10.0	10.0
0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	38.0	4.0	1.2	3.0	0.0	100.0
0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	64.0	3.0	1.6	3.0	30.0	66.0
1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	52.0	2.6	1.2	2.25	20.0	39.0
0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	53.0	3.6	1.6	2.5	20.0	40.0
1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	32.0	3.2	1.0	3.25	20.0	27.0
1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	46.0	3.6	1.8	3.75	20.0	70.0
0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	53.0	2.2	1.0	1.5	87.0	70.0
0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	53.0	2.2	1.0	3.5	60.0	50.0
0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	21.0	2.6	1.6	2.5	1.0	65.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	39.0	3.4	1.0	3.75	20.0	50.0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	20.0	2.4	1.0	2.75	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	23.0	3.8	1.6	3.25	38.0	38.0
1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	70.0	3.0	1.2	2.5	80.0	0.0
1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	55.0	2.8	2.2	2.5	24.0	60.0
0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	44.0	2.4	1.0	2.5	60.0	60.0
1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	42.0	2.4	1.6	3.25	45.0	46.0
0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	50.0	2.8	1.2	2.5	10.0	65.0
1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	42.0	3.6	2.0	3.5	15.0	40.0
0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	64.0	3.6	1.6	3.0	4.0	70.0
1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	44.0	3.2	1.2	3.5	60.0	65.0
0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	67.0	3.2	1.0	2.0	50.0	50.0
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	50.0	2.8	1.8	3.0	53.0	5.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	40.0	4.0	2.0	3.25	3.0	60.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	42.0	2.2	1.0	3.0	40.0	55.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	41.0	3.6	1.6	4.0	60.0	70.0
0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	39.0	2.8	1.6	3.25	30.0	70.0
0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	55.0	2.8	1.0	2.75	51.0	50.0
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	30.0	3.4	1.0	2.25	50.0	50.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	41.0	4.0	1.0	3.0	20.0	20.0
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	41.0	3.8	1.4	3.25	7.0	18.0
0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	42.0	3.6	2.0	2.75	51.0	20.0
0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	34.0	2.2	1.2	3.0	19.0	9.0
1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	57.0	2.8	1.0	2.25	78.0	37.0
0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	31.0	4.0	2.2	3.75	1.0	41.0
0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	63.0	4.0	1.0	2.75	60.0	0.0
0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	38.0	2.2	1.0	3.25	39.0	41.0
0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	48.0	3.0	1.0	3.25	100.0	5.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	25.0	3.6	2.4	3.25	10.0	15.0
0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	36.0	3.0	1.0	2.75	51.0	49.0
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	56.0	1.4	1.0	2.25	51.0	50.0
0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	40.0	3.6	2.0	2.75	41.0	26.0
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	45.0	2.8	1.0	2.75	2.0	80.0
1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	45.0	3.0	1.0	2.75	50.0	70.0
0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	65.0	4.0	1.0	3.0	50.0	0.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	39.0	2.8	1.0	2.5	45.0	63.0
0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	49.0	4.0	1.0	1.0	50.0	50.0
0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	47.0	3.0	1.0	2.75	40.0	30.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	22.0	3.8	1.6	3.5	30.0	40.0
0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	61.0	2.4	1.0	2.5	40.0	20.0
1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	58.0	3.0	2.0	3.0	100.0	0.0
1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	59.0	3.4	1.0	3.5	96.0	42.0
1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	42.0	4.0	1.8	3.25	1.0	60.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	40.0	2.4	1.0	3.0	40.0	40.0
0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	59.0	3.6	1.6	3.5	5.0	62.0
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	35.0	2.4	1.2	3.5	50.0	50.0
0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	48.0	3.4	1.0	3.25	50.0	5.0
0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	28.0	3.6	2.4	3.5	4.0	44.0
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	32.0	3.0	2.0	3.25	50.0	30.0
0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	54.0	3.0	2.0	3.0	50.0	50.0
0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	49.0	2.0	1.2	2.5	50.0	60.0
1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	29.0	3.0	2.0	2.75	30.0	30.0
1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	35.0	3.6	1.0	3.25	40.0	14.0
1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	44.0	3.0	1.0	3.75	55.0	5.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	39.0	3.6	2.0	3.25	0.0	50.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	34.0	4.0	1.0	1.75	80.0	3.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	32.0	4.0	2.4	3.25	30.0	20.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	38.0	2.6	1.2	3.0	20.0	60.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	32.0	2.8	1.0	3.0	46.0	44.0
1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	46.0	4.0	1.0	3.25	20.0	0.0
1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	40.0	4.0	1.0	3.25	29.0	30.0
0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	52.0	3.0	1.2	3.0	50.0	1.0
0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	43.0	2.6	1.0	2.5	100.0	100.0
1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	36.0	4.0	1.0	3.75	60.0	5.0
0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	37.0	4.0	1.8	3.0	30.0	35.0
0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	42.0	3.2	1.8	3.5	0.0	0.0
0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	42.0	4.0	1.8	2.75	20.0	10.0
0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	33.0	2.8	1.0	2.5	20.0	85.0
1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	52.0	2.4	1.6	2.75	15.0	69.0
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	38.0	4.0	1.2	3.25	33.0	67.0
1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	47.0	3.0	1.6	3.25	0.0	100.0
0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	49.0	3.0	1.0	2.5	50.0	51.0
1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	43.0	3.0	1.8	2.25	0.0	59.0
1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	46.0	2.8	1.4	3.5	49.0	39.0
1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	46.0	2.8	1.0	2.5	4.0	79.0
1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	42.0	3.6	1.0	2.75	60.0	80.0
1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	56.0	2.2	1.2	2.5	45.0	65.0
0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	36.0	3.2	1.0	2.75	53.0	53.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	42.0	3.4	1.6	3.75	50.0	45.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	36.0	3.0	1.0	3.5	1.0	50.0
0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	38.0	2.8	1.6	2.5	92.0	4.0
1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	73.0	2.8	1.0	3.25	91.0	0.0
0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	34.0	3.2	1.0	2.75	13.0	40.0
0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	41.0	4.0	2.4	3.0	30.0	30.0
1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	30.0	3.2	2.0	3.25	0.0	0.0
0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	68.0	2.8	1.4	2.5	50.0	75.0
0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	41.0	3.2	1.0	2.75	75.0	84.0
1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	60.0	2.4	1.0	2.25	8.0	80.0
1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	74.0	3.2	1.0	2.0	0.0	90.0
1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	47.0	3.0	1.6	2.25	2.0	50.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	23.0	3.8	1.8	3.75	4.0	69.0
0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	51.0	3.0	1.0	3.5	58.0	51.0
0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	61.0	3.0	1.0	2.75	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	23.0	3.0	2.0	2.5	51.0	51.0
0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	54.0	3.0	1.0	2.75	0.0	98.0
0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	61.0	2.8	1.0	2.25	7.0	64.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	35.0	3.4	2.2	2.75	40.0	30.0
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	47.0	2.6	1.0	3.0	0.0	0.0
0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	47.0	3.2	1.0	2.0	84.0	1.0
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	44.0	3.0	1.0	2.5	50.0	50.0
0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	48.0	3.2	1.4	3.25	80.0	10.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	35.0	3.6	2.4	3.25	50.0	35.0
1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	50.0	3.8	1.4	3.5	40.0	9.0
1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	52.0	3.0	1.0	2.0	15.0	50.0
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	40.0	2.6	1.0	3.0	20.0	20.0
1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	42.0	3.0	1.0	2.5	1.0	45.0
1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	55.0	4.0	1.0	2.25	15.0	64.0
1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	40.0	4.0	2.0	4.0	60.0	30.0
0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	43.0	2.8	1.6	2.5	10.0	70.0
0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	43.0	2.0	1.0	2.5	60.0	70.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	29.0	2.8	1.0	3.25	50.0	50.0
1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	25.0	4.0	2.2	2.75	50.0	0.0
0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	64.0	1.0	1.0	2.0	51.0	51.0
0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	38.0	3.0	1.0	2.5	40.0	50.0
0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	41.0	4.0	1.2	2.5	50.0	70.0
1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	72.0	3.4	1.2	2.75	5.0	86.0
0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	45.0	3.8	1.2	2.25	70.0	0.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	32.0	3.2	2.0	2.25	18.0	59.0
1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	19.0	3.4	2.0	3.25	0.0	45.0
1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	19.0	3.0	2.2	3.75	60.0	35.0
1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	19.0	4.0	2.6	3.25	13.0	13.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	20.0	2.6	1.0	3.25	40.0	40.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	20.0	3.4	1.0	3.25	50.0	60.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	2.8	1.8	3.0	42.0	45.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	2.6	2.0	2.75	50.0	50.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	3.0	1.4	2.75	14.0	20.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	3.8	1.0	3.5	10.0	15.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	20.0	2.2	1.8	2.5	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	20.0	4.0	1.4	3.25	18.0	12.0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	21.0	3.2	1.4	3.0	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	22.0	3.4	1.8	2.5	30.0	60.0
0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	21.0	3.0	1.8	2.75	50.0	0.0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	21.0	2.8	1.4	3.25	65.0	50.0
0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	21.0	3.6	1.6	3.0	55.0	30.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	3.0	1.0	3.0	80.0	20.0
0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	21.0	2.8	1.0	3.25	0.0	0.0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	22.0	3.0	1.2	2.0	40.0	60.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	3.6	2.4	2.5	10.0	32.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	3.6	2.0	3.0	25.0	25.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	21.0	3.6	1.2	2.25	80.0	0.0
1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	22.0	2.8	2.0	3.25	52.0	71.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	22.0	2.4	1.8	2.75	20.0	65.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	23.0	2.8	2.0	2.0	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	22.0	3.2	1.6	2.5	27.0	50.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	20.0	3.0	1.0	3.5	50.0	50.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	2.6	1.0	3.25	0.0	61.0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	20.0	2.8	2.0	3.0	50.0	50.0
1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	21.0	3.8	1.2	3.25	15.0	60.0
0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	20.0	2.6	1.0	2.5	50.0	50.0
0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	21.0	3.4	1.0	3.25	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	22.0	3.2	1.4	2.5	70.0	20.0
0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	21.0	3.8	1.0	2.75	0.0	30.0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	22.0	2.4	1.2	3.0	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	20.0	3.4	1.0	2.75	5.0	30.0
1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	20.0	3.6	1.8	3.5	10.0	60.0
1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	21.0	3.2	1.2	3.0	2.0	4.0
1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	20.0	3.0	1.4	3.0	45.0	10.0
1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	21.0	3.4	1.2	3.5	55.0	45.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	22.0	4.0	2.8	3.5	40.0	50.0
1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	21.0	3.0	1.6	3.25	13.0	74.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	3.2	1.8	3.25	50.0	30.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	2.8	2.4	3.25	50.0	50.0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	21.0	2.8	1.4	2.75	43.0	14.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	20.0	3.8	1.0	3.0	50.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	24.0	3.0	1.4	2.5	40.0	59.0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	24.0	4.0	1.4	3.0	0.0	49.0
1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	34.0	3.0	1.0	3.0	60.0	60.0
0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	28.0	2.6	1.0	2.75	10.0	10.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	29.0	4.0	1.0	3.0	65.0	40.0
1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	35.0	4.0	1.0	3.0	0.0	0.0
0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	36.0	3.8	2.0	3.0	0.0	78.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	29.0	4.0	1.8	3.0	50.0	50.0
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	30.0	4.0	1.2	3.75	5.0	1.0
0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	35.0	2.8	1.0	3.0	30.0	80.0
0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	28.0	3.6	1.0	3.0	50.0	50.0
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	37.0	2.8	1.0	3.0	45.0	45.0
1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	36.0	4.0	2.6	3.0	80.0	10.0
1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	36.0	2.8	1.0	3.5	6.0	6.0
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	30.0	3.4	1.6	3.0	50.0	70.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	28.0	3.4	2.6	3.75	10.0	20.0
1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	32.0	3.0	1.8	3.5	10.0	50.0
0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	38.0	2.0	1.4	2.75	50.0	40.0
0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	37.0	4.0	1.0	3.0	11.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	25.0	3.0	1.0	2.25	60.0	80.0
1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	33.0	3.0	1.2	2.5	50.0	60.0
0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	27.0	3.6	2.0	3.25	75.0	45.0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	21.0	2.6	1.0	1.75	50.0	50.0
1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	25.0	3.0	2.6	3.0	0.0	40.0
0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	37.0	2.2	1.0	2.75	41.0	41.0
0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	24.0	3.4	1.0	2.75	0.0	50.0
0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	32.0	4.0	2.0	3.0	40.0	60.0
1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	25.0	4.0	3.2	2.5	100.0	0.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	27.0	3.8	1.0	2.25	1.0	1.0
0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	28.0	3.2	1.6	2.5	10.0	80.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	37.0	4.0	1.0	3.0	0.0	55.0
0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	23.0	3.6	2.0	2.5	50.0	50.0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	23.0	4.0	2.8	3.5	30.0	50.0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	21.0	3.8	2.8	3.25	25.0	26.0
0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	27.0	4.0	1.0	3.5	25.0	45.0
1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	28.0	2.6	1.0	3.5	80.0	80.0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	27.0	3.0	1.0	3.25	50.0	50.0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	32.0	4.0	2.0	3.75	6.0	50.0
0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	24.0	3.2	2.0	2.75	1.0	52.0
1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	24.0	3.8	1.0	2.75	0.0	80.0
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	22.0	4.0	1.0	3.5	0.0	0.0
0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	26.0	3.8	1.8	1.75	20.0	40.0
1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	30.0	3.8	2.2	3.25	0.0	0.0
1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	27.0	4.0	1.6	3.25	0.0	40.0
0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	36.0	2.4	1.0	2.5	30.0	30.0
