	cluster	feature	feature_idx	select_count	select_rate	beta_n	beta_mean	beta_se	beta_mean_minus_se	beta_mean_plus_se
0	0	x291	238	50	1.0	50	0.04347252743206089	1.6931869966469185e-05	0.04345559556209442	0.04348945930202736
1	0	x87	78	50	1.0	50	0.03590258155870185	1.7774558285484824e-05	0.035884807000416366	0.03592035611698734
2	0	x11	9	50	1.0	50	0.028084154220894653	1.5612381323510117e-05	0.028068541839571144	0.028099766602218162
3	0	x125	115	50	1.0	50	0.027409070406178203	2.1420864844833404e-05	0.02738764954133337	0.027430491271023035
4	0	x461	364	50	1.0	50	0.025546388920219903	1.7475225174017373e-05	0.025528913695045886	0.02556386414539392
5	0	x470	367	50	1.0	50	0.023907679640004415	1.6865260091918592e-05	0.023890814379912497	0.023924544900096333
6	0	x588	456	50	1.0	50	0.02385703876426394	2.1970002706175936e-05	0.023835068761557766	0.023879008766970116
7	0	x20	17	50	1.0	50	0.02319516644796427	1.5551523680862008e-05	0.023179614924283408	0.02321071797164513
8	0	x217	192	50	1.0	50	0.02308227411837343	1.7079218305484255e-05	0.023065194900067944	0.023099353336678913
9	0	x153	141	50	1.0	50	0.018925317700571834	1.7807375169221973e-05	0.01890751032540261	0.018943125075741057
10	0	x358	291	50	1.0	50	0.014621856139799511	1.751339222849742e-05	0.014604342747571013	0.01463936953202801
11	0	x426	333	50	1.0	50	0.014437610693218314	2.0523037628515765e-05	0.014417087655589798	0.01445813373084683
12	0	x585	453	50	1.0	50	0.013585938644989056	1.9112120262214584e-05	0.01356682652472684	0.01360505076525127
13	0	x164	150	50	1.0	50	0.011986334554391019	2.1125645899898936e-05	0.01196520890849112	0.012007460200290917
14	0	x378	302	50	1.0	50	0.011639148671479749	2.7391132089883715e-05	0.011611757539389865	0.011666539803569633
15	0	x253	213	50	1.0	50	0.010596419327867477	1.7552766626271102e-05	0.010578866561241206	0.010613972094493749
16	0	x46	42	50	1.0	50	0.01053868494195725	1.5011501722679957e-05	0.01052367344023457	0.01055369644367993
17	0	x342	277	50	1.0	50	0.007862738454524454	1.9079981312765752e-05	0.007843658473211688	0.00788181843583722
18	0	x484	379	50	1.0	50	0.007747985503561217	1.5644084802926588e-05	0.00773234141875829	0.007763629588364143
19	0	x554	422	50	1.0	50	0.007563781113162713	1.5075420736253365e-05	0.00754870569242646	0.007578856533898966
20	0	x100	90	50	1.0	50	0.007191803306304587	1.71479538827359e-05	0.007174655352421851	0.007208951260187323
21	0	x240	204	50	1.0	50	0.00709084228271826	1.6151208962557268e-05	0.007074691073755703	0.007106993491680817
22	0	x525	404	50	1.0	50	0.0070802507767270964	1.4730271819942066e-05	0.007065520504907155	0.007094981048547038
23	0	x589	457	50	1.0	50	0.0069036527752091145	2.8236205044388758e-05	0.006875416570164726	0.006931888980253503
24	0	x361	293	50	1.0	50	0.0068269245220427995	1.527321851564166e-05	0.0068116513035271576	0.006842197740558441
25	0	x220	195	50	1.0	50	0.006631710319553269	1.6988133091172036e-05	0.0066147221864620975	0.006648698452644441
26	0	x208	184	50	1.0	50	0.006610000412052578	1.541248873216642e-05	0.006594587923320412	0.006625412900784744
27	0	x478	375	50	1.0	50	0.006563274541618694	1.7681663772374307e-05	0.00654559287784632	0.0065809562053910685
28	0	x102	92	50	1.0	50	0.00647796367286845	1.849171281130802e-05	0.006459471960057142	0.006496455385679758
29	0	x107	97	50	1.0	50	0.006130653872239846	1.6273413835858863e-05	0.0061143804584039875	0.006146927286075705
30	0	x587	455	50	1.0	50	0.006096068756266021	1.3825464177378811e-05	0.006082243292088642	0.0061098942204434
31	0	x223	197	50	1.0	50	0.005616629326151253	1.769759291329865e-05	0.005598931733237954	0.005634326919064552
32	0	x246	206	50	1.0	50	0.005317990794956172	1.6396438946449636e-05	0.005301594356009722	0.0053343872339026216
33	0	x480	376	50	1.0	50	0.0052918990302400415	1.716180270204872e-05	0.005274737227537993	0.00530906083294209
34	0	x488	383	50	1.0	50	0.0051408940374419124	1.575894306370392e-05	0.005125135094378209	0.005156652980505616
35	0	x66	60	50	1.0	50	0.004991375453219025	1.7061079432394633e-05	0.004974314373786631	0.005008436532651419
36	0	x437	344	50	1.0	50	0.004944916516939084	1.7392926561450004e-05	0.004927523590377634	0.004962309443500534
37	0	x406	315	50	1.0	50	0.004789383259998267	1.884672230401315e-05	0.004770536537694254	0.00480822998230228
38	0	x561	429	50	1.0	50	0.004661988299582014	1.5608691338410656e-05	0.004646379608243604	0.004677596990920425
39	0	x114	104	50	1.0	50	0.004600583300914938	1.5000182930972393e-05	0.004585583117983965	0.004615583483845911
40	0	x440	347	50	1.0	50	0.004577845879904837	1.787605346152518e-05	0.004559969826443312	0.004595721933366362
41	0	x287	234	50	1.0	50	0.004541116400032997	1.4210005118212423e-05	0.004526906394914785	0.004555326405151209
42	0	x111	101	50	1.0	50	0.004442461669395078	1.5966848599974025e-05	0.004426494820795104	0.004458428517995053
43	0	x334	269	50	1.0	50	0.0043131317097706455	1.7435523870308717e-05	0.004295696185900337	0.004330567233640954
44	0	x106	96	50	1.0	50	0.004053096213788157	1.6320547856813866e-05	0.004036775665931343	0.004069416761644971
45	0	x29	26	50	1.0	50	0.0037665442243688795	1.598745054343519e-05	0.003750556773825444	0.003782531674912315
46	0	x413	322	50	1.0	50	0.0036014861851544865	1.677496461893064e-05	0.003584711220535556	0.003618261149773417
47	0	x206	183	50	1.0	50	0.003600215982317814	1.7267322071990404e-05	0.0035829486602458236	0.003617483304389804
48	0	x475	372	50	1.0	50	0.00321890452669743	1.3448527789642688e-05	0.003205455998907787	0.0032323530544870727
49	0	x31	28	50	1.0	50	0.003201876912157118	1.5958785081352605e-05	0.003185918127075765	0.0032178356972384706
50	0	x339	274	50	1.0	50	0.003199327590260678	1.782786941152194e-05	0.003181499720849156	0.0032171554596722002
51	0	x163	149	50	1.0	50	0.0031666046183472358	1.3054267521830469e-05	0.0031535503508254054	0.003179658885869066
52	0	x492	387	50	1.0	50	0.0030904072705709557	1.564162069802928e-05	0.0030747656498729264	0.003106048891268985
53	0	x386	306	50	1.0	50	0.0030812890475760716	1.262804505578926e-05	0.0030686610025202825	0.003093917092631861
54	0	x469	366	50	1.0	50	0.0029592194757439316	1.7127575222931276e-05	0.002942091900521	0.002976347050966863
55	0	x224	198	50	1.0	50	0.0026570113255468377	1.4258316640643994e-05	0.0026427530089061938	0.0026712696421874816
56	0	x132	122	50	1.0	50	0.0026251260451707397	1.7473260532516503e-05	0.002607652784638223	0.0026425993057032564
57	0	x95	86	50	1.0	50	0.0025301253517050443	1.3636297186148626e-05	0.0025164890545188957	0.002543761648891193
58	0	x495	389	50	1.0	50	0.002473414187858651	1.586262469905136e-05	0.0024575515631595998	0.0024892768125577024
59	0	x337	272	50	1.0	50	0.0024278802533323216	1.5318954713482226e-05	0.0024125612986188394	0.0024431992080458037
60	0	x302	247	50	1.0	50	0.0024121612382675905	1.6514761389917295e-05	0.002395646476877673	0.0024286759996575077
61	0	x169	155	50	1.0	50	0.002385432938013262	5.036105945164442e-05	0.0023350718785616173	0.0024357939974649066
62	0	x161	147	50	1.0	50	0.002292941033354914	1.5949055186683222e-05	0.002276991978168231	0.0023088900885415973
63	0	x8	6	50	1.0	50	0.0022724674056720717	1.6908646249248774e-05	0.0022555587594228228	0.0022893760519213206
64	0	x278	226	50	1.0	50	0.0022666166790736007	1.6539314459728106e-05	0.0022500773646138726	0.0022831559935333288
65	0	x32	29	50	1.0	50	0.0022218012857841713	1.5662846284411035e-05	0.0022061384394997602	0.0022374641320685824
66	0	x268	217	50	1.0	50	0.002202298954021612	1.6618812724503794e-05	0.002185680141297108	0.0022189177667461158
67	0	x17	14	50	1.0	50	0.0021238748397851143	1.6622076710576457e-05	0.002107252763074538	0.0021404969164956905
68	0	x300	245	50	1.0	50	0.0019972575873605175	1.7795707166817043e-05	0.0019794618801937005	0.0020150532945273345
69	0	x160	146	50	1.0	50	0.0019626353014159364	1.578108869942114e-05	0.0019468542127165152	0.0019784163901153573
70	0	x434	341	50	1.0	50	0.0017945401060658892	1.8587279174973683e-05	0.0017759528268909155	0.001813127385240863
71	0	x16	13	50	1.0	50	0.001642917977211973	1.7048328937558517e-05	0.0016258696482744145	0.0016599663061495316
72	0	x435	342	50	1.0	50	0.0015399155469948671	1.3916058604743886e-05	0.0015259994883901232	0.0015538316055996111
73	0	x172	158	50	1.0	50	0.0015393321665161386	1.707931327248664e-05	0.001522252853243652	0.0015564114797886252
74	0	x134	124	50	1.0	50	0.0014843638650510588	1.4442192865671091e-05	0.0014699216721853878	0.0014988060579167299
75	0	x340	275	50	1.0	50	0.0014153229422548391	1.858526271001562e-05	0.0013967376795448235	0.0014339082049648548
76	0	x552	420	50	1.0	50	0.0013910902074799805	1.782231923669914e-05	0.0013732678882432813	0.0014089125267166796
77	0	x335	270	50	1.0	50	0.0013891897069966313	1.7453885608488674e-05	0.0013717358213881426	0.0014066435926051199
78	0	x59	53	50	1.0	50	0.0013211936276060808	1.5734422666521854e-05	0.001305459204939559	0.0013369280502726027
79	0	x229	202	50	1.0	50	0.0012781955266162842	1.673110099570876e-05	0.0012614644256205754	0.001294926627611993
80	0	x239	203	50	1.0	50	0.0012348676508082098	1.6911739979993504e-05	0.0012179559108282162	0.0012517793907882034
81	0	x198	175	50	1.0	50	0.0012172378628445917	1.690054228893111e-05	0.0012003373205556607	0.0012341384051335227
82	0	x424	331	50	1.0	50	0.00121713752728275	1.411553573978689e-05	0.0012030219915429633	0.001231253063022537
83	0	x84	76	50	1.0	50	0.0010229595611460614	1.7046499044742602e-05	0.0010059130621013189	0.001040006060190804
