	feature	feature_idx	coef	se	t	p	r2
0	(intercept)	-1	0.9834898171701401			0.0	0.6059671819765217
1	x432	339	0.0011922362235454059	2.8478979711577304e-05	41.86372670720141	0.0	0.6059671819765217
2	x420	328	-0.020572652284781223	2.8488305487170336e-05	-722.1437685736024	0.0	0.6059671819765217
3	x477	374	0.0012010940744909705	2.848597597185876e-05	42.164399621678015	0.0	0.6059671819765217
4	x581	449	0.002399791006001198	2.8499571882346924e-05	84.20445808477795	0.0	0.6059671819765217
5	x80	72	-0.0014969503606356155	2.8494932323497253e-05	-52.533915281532806	0.0	0.6059671819765217
6	x458	362	-0.0011895488945200595	2.8478981978740686e-05	-41.76936153855666	0.0	0.6059671819765217
7	x118	108	-0.0011570021708526947	2.8505170652522315e-05	-40.58920344510605	0.0	0.6059671819765217
8	x557	425	-0.0026731099327658475	2.848949510015056e-05	-93.8279152848771	0.0	0.6059671819765217
9	x419	327	-0.0021484992656718347	2.8483568447818285e-05	-75.4294276578397	0.0	0.6059671819765217
10	x90	81	-0.001980993790440297	2.8479977692528885e-05	-69.55742071946807	0.0	0.6059671819765217
11	x369	300	-0.0014666759220850541	2.8481119060551258e-05	-51.49642887861536	0.0	0.6059671819765217
12	x110	100	-0.0019067201660827472	2.848835740793308e-05	-66.92980359589941	0.0	0.6059671819765217
13	x56	50	-0.0017335225745853168	2.8493875378484194e-05	-60.83842761151067	0.0	0.6059671819765217
14	x145	134	-0.002142843473723844	2.849963373915434e-05	-75.18845657233446	0.0	0.6059671819765217
15	x355	288	-0.0024820888777849007	2.8490275762648153e-05	-87.12056346744859	0.0	0.6059671819765217
16	x551	419	-0.0038484259585526235	2.8474683320026073e-05	-135.15254639710247	0.0	0.6059671819765217
17	x112	102	-0.00456896006666928	2.8491196474340258e-05	-160.36392402067693	0.0	0.6059671819765217
18	x103	93	-0.00811975608552745	2.8490090943201513e-05	-285.0028138455289	0.0	0.6059671819765217
19	x287	234	-0.010651893753792106	2.8488769103937674e-05	-373.89799871416056	0.0	0.6059671819765217
20	x36	33	-0.009416404974246137	2.847956860572258e-05	-330.6372053807739	0.0	0.6059671819765217
21	x28	25	-0.009696076577620937	2.84956013945846e-05	-340.2657288525804	0.0	0.6059671819765217
22	x478	375	0.0023388347987072454	2.8494066496245042e-05	82.08146769838758	0.0	0.6059671819765217
23	x303	248	0.0037154596471866965	2.8499626313676733e-05	130.36871453306313	0.0	0.6059671819765217
24	x91	82	0.001535192424346784	2.8495659058422664e-05	53.87460669708624	0.0	0.6059671819765217
25	x81	73	0.0022057146390698367	2.847240180665827e-05	77.46851333609764	0.0	0.6059671819765217
26	x386	306	0.020322421031633224	2.8474194637665508e-05	713.7136375667966	0.0	0.6059671819765217
27	x456	360	0.014931523822228622	2.8490788566061757e-05	524.0825043366846	0.0	0.6059671819765217
28	x583	451	0.01281134207050931	2.847620380342209e-05	449.8964173367001	0.0	0.6059671819765217
29	x184	168	0.015296525081196156	2.8488199050530208e-05	536.9425092145817	0.0	0.6059671819765217
30	x8	6	0.004514965632989154	2.8481774482286897e-05	158.521219799597	0.0	0.6059671819765217
31	x92	83	0.015226270987897798	2.848043594245546e-05	534.6221180975734	0.0	0.6059671819765217
32	x288	235	0.004497535326867299	2.8470001772499868e-05	157.97453624367597	0.0	0.6059671819765217
33	x17	14	0.0033767747411354854	2.848947422547852e-05	118.52709932132022	0.0	0.6059671819765217
34	x252	212	0.002339284475264212	2.8487146428994008e-05	82.11719208503473	0.0	0.6059671819765217
35	x347	281	0.001895631267758095	2.847354010681301e-05	66.57518737210052	0.0	0.6059671819765217
36	x82	74	0.0025519749851839178	2.8498782629069116e-05	89.54680690749476	0.0	0.6059671819765217
37	x497	391	0.003770249906055423	2.8494860850780815e-05	132.3133292630945	0.0	0.6059671819765217
38	x196	173	0.002563536294091202	2.848334582130951e-05	90.00123476271244	0.0	0.6059671819765217
39	x337	272	0.0034367234212698923	2.8474649902260184e-05	120.69414138774367	0.0	0.6059671819765217
40	x117	107	-0.014520933114452943	2.8476852296243526e-05	-509.92058263294945	0.0	0.6059671819765217
41	x276	225	0.00157502225161713	2.848113987221157e-05	55.30053427229031	0.0	0.6059671819765217
42	x51	46	0.0019012839118492404	2.846440339919437e-05	66.79514357581978	0.0	0.6059671819765217
43	x431	338	0.0015274037058085228	2.8504723014017878e-05	53.58423251674417	0.0	0.6059671819765217
44	x571	439	0.001612563039790909	2.8483700948916635e-05	56.6135363758705	0.0	0.6059671819765217
45	x247	207	0.0012433793192491366	2.84896297100357e-05	43.6432249876223	0.0	0.6059671819765217
46	x341	276	0.0014415750809415905	2.8486558831091412e-05	50.605448327026274	0.0	0.6059671819765217
47	x26	23	0.001508206772939842	2.8486897537667335e-05	52.943876073046816	0.0	0.6059671819765217
48	x64	58	0.0013701462523094303	2.8498543113060554e-05	48.07776477814082	0.0	0.6059671819765217
49	x418	326	-0.0010169536939864056	2.8481013875667414e-05	-35.70637261811926	3.8583453780577315e-279	0.6059671819765217
50	x556	424	-0.0009976982662537024	2.8496498585655746e-05	-35.01125807631373	1.8303151750778417e-268	0.6059671819765217
51	x366	297	0.0009854161615789176	2.847547005455968e-05	34.60579086809934	2.4738350846126562e-262	0.6059671819765217
52	x354	287	-0.0009052990007184655	2.8489843739670363e-05	-31.77620098554251	1.568297583861263e-221	0.6059671819765217
53	x412	321	0.0008532731384845224	2.849839172438166e-05	29.94109796569709	6.354147765859936e-197	0.6059671819765217
54	x441	348	-0.0007802911664809231	2.8482226718841176e-05	-27.39572204741828	3.3095884136063253e-165	0.6059671819765217
55	x134	124	0.0006547519638203627	2.848768165319975e-05	22.983687187715418	7.029144796857766e-117	0.6059671819765217
