	feature	feature_idx	coef	se	t	p	r2
62	x478	375	0.005704811483410619	0.00010835541202724556	52.6490682530575	0.0	0.5283883437591561
63	x130	120	0.00602988509282897	0.00010834219730440856	55.655923941498344	0.0	0.5283883437591561
64	x184	168	0.03913612935476048	0.00010836250531746705	361.15932572898987	0.0	0.5283883437591561
65	x160	146	0.005854282211731776	0.00010833081321900626	54.0407852371283	0.0	0.5283883437591561
66	x81	73	0.00596020317547258	0.00010835892071594655	55.00426855576323	0.0	0.5283883437591561
67	x64	58	0.004046851153813093	0.00010838548271098964	37.33757559214862	5.144128681406213e-305	0.5283883437591561
68	x431	338	0.0040033738729377405	0.00010836802130214913	36.9423915361122	1.218220250352469e-298	0.5283883437591561
69	x90	81	-0.003955131462113702	0.00010834193145120639	-36.506008422924985	1.1120141468983531e-291	0.5283883437591561
70	x80	72	-0.0038768291556621464	0.00010834061261770133	-35.78371085404706	2.4302065096126917e-280	0.5283883437591561
71	x26	23	0.0038045062508387222	0.00010834771709621387	35.11385705949191	5.010674955329861e-270	0.5283883437591561
72	x146	135	0.0035695726177039392	0.00010833098274908684	32.950616039103814	4.804551682548335e-238	0.5283883437591561
73	x247	207	0.0033791706414781158	0.00010831546144661368	31.197491072349216	1.2974067367243421e-213	0.5283883437591561
74	x96	87	-0.003340230356728924	0.00010838955917050033	-30.81690139060933	1.7419988436569256e-208	0.5283883437591561
75	x500	393	-0.0033103297570604216	0.00010835164264202069	-30.551726548321078	5.982131089860259e-205	0.5283883437591561
76	x432	339	0.0033060235268226818	0.00010834700854667163	30.513288471629348	1.935782199193446e-204	0.5283883437591561
77	x118	108	-0.0033041704740987194	0.00010840514654332443	-30.479830335160315	5.3735538790746625e-204	0.5283883437591561
78	x477	374	0.003173999025769604	0.00010833281927867983	29.298591570894853	1.1853901837091565e-188	0.5283883437591561
79	x458	362	-0.003159520699373316	0.00010830043649749728	-29.173665421434656	4.5838751813288005e-187	0.5283883437591561
80	x369	300	-0.0031291036926782137	0.00010826414433700793	-28.902493173897394	1.2123001666801816e-183	0.5283883437591561
81	x68	62	0.0029514571978662644	0.00010834128550341508	27.24222058241343	2.201623287924376e-163	0.5283883437591561
82	x352	285	0.0029001465702546926	0.00010830032939864001	26.77874191480632	6.095753871325017e-158	0.5283883437591561
83	x9	7	0.00278529857922124	0.0001083936814614008	25.69613414424982	1.363693333495222e-145	0.5283883437591561
84	x418	326	-0.002735669302247715	0.00010833055283858287	-25.252980166398473	1.1052789632892842e-140	0.5283883437591561
85	x484	379	0.0027114922012552597	0.00010834881541528606	25.02558233666408	3.3829696677604856e-138	0.5283883437591561
86	x208	184	0.002694106690493993	0.00010838449706948151	24.8569376925456	2.2823913641827205e-136	0.5283883437591561
87	x366	297	0.0026023796824612144	0.00010831706475247998	24.025574256540512	1.5672928981658298e-127	0.5283883437591561
88	x556	424	-0.0025617740883225773	0.00010829745666395121	-23.654979232539176	1.0909770583228565e-123	0.5283883437591561
89	x354	287	-0.0024923972662734242	0.00010825934744136909	-23.022467114197713	2.8764736801764066e-117	0.5283883437591561
90	x350	283	0.0024196668112063417	0.00010833587921558453	22.334861070276553	1.748298317406737e-110	0.5283883437591561
91	x66	60	-0.0023887555023485063	0.00010834300846158777	-22.048081701510277	1.0265924364530697e-107	0.5283883437591561
92	x554	422	-0.002389404755448397	0.00010842858208428721	-22.036668833232437	1.3208377054922379e-107	0.5283883437591561
93	x71	64	-0.0022008940211518764	0.00010828318059409275	-20.325354400163818	7.839547394732102e-92	0.5283883437591561
94	x491	386	0.002148009807000698	0.00010837751705296369	19.819699375018654	2.052480567696025e-87	0.5283883437591561
95	x412	321	0.0020910482592296185	0.00010830265565917517	19.3074513870655	4.731480489141534e-83	0.5283883437591561
96	x441	348	-0.0019224847978670345	0.00010831768632047718	-17.748577016121086	1.7899705046024618e-70	0.5283883437591561
97	x16	13	-0.0018264327080563878	0.00010837052471524737	-16.853592919804463	9.973773721919318e-64	0.5283883437591561
98	x353	286	0.001758686680617095	0.00010841496951517783	16.221806716192297	3.5673484164239575e-59	0.5283883437591561
99	x134	124	0.0017221460602094203	0.00010837172711138348	15.891100992045777	7.362258904671461e-57	0.5283883437591561
100	x52	47	0.0016990933661123887	0.00010835105383412134	15.68137370139098	2.0437131379032865e-55	0.5283883437591561
101	x7	5	0.0015466335443184021	0.00010835614849042661	14.27361128893437	3.212696544629401e-46	0.5283883437591561
102	x143	132	-0.0012181126327009898	0.00010832415385090741	-11.2450694457078	2.454015928061621e-29	0.5283883437591561
103	x363	295	0.0011184413207739538	0.0001083313213469363	10.324265474359823	5.481537981844101e-25	0.5283883437591561
104	x280	228	-0.0010691399885240586	0.00010837575088023599	-9.865121854662352	5.90340914189954e-23	0.5283883437591561
105	x302	247	0.0010586367729051728	0.00010837582837214322	9.76820005721205	1.543457855251518e-22	0.5283883437591561
