	feature	feature_idx	coef	abs_coef	t	p	r2_model	df_resid	rng_seed	n_block	round_id	threshold	q_used	rank_p	cluster	x0_indices	p_oof_center	p_final_center
299	x9	7	0.0001709682147668519	0.0001709682147668519	0.568989216697024	0.5693636177191079	0.7875570980109792	799540	100042	800000	1	0.01	459	300	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
300	x128	118	0.00017108131153047783	0.00017108131153047783	0.5689360915514168	0.5693996710509446	0.7875570980109792	799540	100042	800000	1	0.01	459	301	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
301	x188	171	0.00017101077618804936	0.00017101077618804936	0.5686426649500569	0.5695988243771899	0.7875570980109792	799540	100042	800000	1	0.01	459	302	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
302	x336	271	0.0001685876897960827	0.0001685876897960827	0.5607235158329252	0.574986190773527	0.7875570980109792	799540	100042	800000	1	0.01	459	303	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
303	x250	210	-0.00016852306211811432	0.00016852306211811432	-0.5606948976458059	0.5750057032326451	0.7875570980109792	799540	100042	800000	1	0.01	459	304	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
304	x560	428	-0.00016828826146160015	0.00016828826146160015	-0.5598123055067276	0.5756076260869655	0.7875570980109792	799540	100042	800000	1	0.01	459	305	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
305	x272	221	0.00016816464767910726	0.00016816464767910726	0.5593818770422184	0.5759012838017303	0.7875570980109792	799540	100042	800000	1	0.01	459	306	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
306	x186	170	0.000167888696234622	0.000167888696234622	0.5588741037719662	0.5762478005444732	0.7875570980109792	799540	100042	800000	1	0.01	459	307	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
307	x99	89	-0.00016698212757577322	0.00016698212757577322	-0.555679227987155	0.5784303145923615	0.7875570980109792	799540	100042	800000	1	0.01	459	308	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
308	x311	256	-0.000165968644011235	0.000165968644011235	-0.5523527457076911	0.580706853732819	0.7875570980109792	799540	100042	800000	1	0.01	459	309	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
309	x183	167	-0.000165676275800772	0.000165676275800772	-0.5505186579947767	0.5819638369876132	0.7875570980109792	799540	100042	800000	1	0.01	459	310	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
310	x171	157	0.00016201419577947402	0.00016201419577947402	0.5394331756265368	0.5895881449512349	0.7875570980109792	799540	100042	800000	1	0.01	459	311	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
311	x582	450	-0.00016053480341396547	0.00016053480341396547	-0.5339673789761279	0.5933642519507167	0.7875570980109792	799540	100042	800000	1	0.01	459	312	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
312	x334	269	0.00016017053688275397	0.00016017053688275397	0.532862441495605	0.5941289541270687	0.7875570980109792	799540	100042	800000	1	0.01	459	313	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
313	x518	398	-0.00015895499745560642	0.00015895499745560642	-0.5286665602983789	0.5970369250350825	0.7875570980109792	799540	100042	800000	1	0.01	459	314	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
314	x182	166	0.00015613986300656412	0.00015613986300656412	0.5196666761422231	0.603296060824025	0.7875570980109792	799540	100042	800000	1	0.01	459	315	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
315	x147	136	0.00015031643489361293	0.00015031643489361293	0.49962192259885835	0.6173414559822878	0.7875570980109792	799540	100042	800000	1	0.01	459	316	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
316	x228	201	-0.00014864946815054103	0.00014864946815054103	-0.4945013034842985	0.6209523218842796	0.7875570980109792	799540	100042	800000	1	0.01	459	317	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
317	x556	424	-0.0001484129310058807	0.0001484129310058807	-0.49360837464787627	0.621582920764133	0.7875570980109792	799540	100042	800000	1	0.01	459	318	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
318	x71	64	0.00014812837410867517	0.00014812837410867517	0.49240697202258565	0.6224318067459436	0.7875570980109792	799540	100042	800000	1	0.01	459	319	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
319	x304	249	0.00014622054020129826	0.00014622054020129826	0.486190613674353	0.6268321589523349	0.7875570980109792	799540	100042	800000	1	0.01	459	320	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
320	x306	251	0.0001456885989382883	0.0001456885989382883	0.4847054967389608	0.6278853995983827	0.7875570980109792	799540	100042	800000	1	0.01	459	321	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
321	x84	76	0.00014285191432448412	0.00014285191432448412	0.4750077013302834	0.634781613805137	0.7875570980109792	799540	100042	800000	1	0.01	459	322	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
322	x174	160	0.0001421674828040835	0.0001421674828040835	0.47286189349106733	0.6363118422913129	0.7875570980109792	799540	100042	800000	1	0.01	459	323	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
323	x577	445	-0.00014209918527755574	0.00014209918527755574	-0.4728381719246264	0.6363287674169937	0.7875570980109792	799540	100042	800000	1	0.01	459	324	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
324	x549	417	0.00014205280942995957	0.00014205280942995957	0.47280160925145515	0.6363548549293818	0.7875570980109792	799540	100042	800000	1	0.01	459	325	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
325	x377	301	0.0001419389609123623	0.0001419389609123623	0.4719109122970516	0.6369905075483866	0.7875570980109792	799540	100042	800000	1	0.01	459	326	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
326	x252	212	-0.0001418099853612299	0.0001418099853612299	-0.4718569254380572	0.6370290442724871	0.7875570980109792	799540	100042	800000	1	0.01	459	327	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
327	x141	131	-0.00014158787919683045	0.00014158787919683045	-0.471159375129277	0.6375270556214361	0.7875570980109792	799540	100042	800000	1	0.01	459	328	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
328	x418	326	0.0001412639533192919	0.0001412639533192919	0.4701340555861419	0.6382593727123298	0.7875570980109792	799540	100042	800000	1	0.01	459	329	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
329	x45	41	-0.00013885497645450785	0.00013885497645450785	-0.4621968760949339	0.6439402690294627	0.7875570980109792	799540	100042	800000	1	0.01	459	330	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
330	x51	46	-0.00013822850495108	0.00013822850495108	-0.4602699657854704	0.6453225815053705	0.7875570980109792	799540	100042	800000	1	0.01	459	331	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
331	x432	339	-0.0001377580443077756	0.0001377580443077756	-0.4582970910669443	0.6467391383021286	0.7875570980109792	799540	100042	800000	1	0.01	459	332	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
332	x307	252	0.0001365498437749706	0.0001365498437749706	0.4545287667532303	0.6494484152550182	0.7875570980109792	799540	100042	800000	1	0.01	459	333	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
333	x585	453	-0.0001350637883172392	0.0001350637883172392	-0.4494567969401863	0.653102288964477	0.7875570980109792	799540	100042	800000	1	0.01	459	334	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
334	x457	361	-0.00013446600230386315	0.00013446600230386315	-0.4470100340345713	0.6548679361717639	0.7875570980109792	799540	100042	800000	1	0.01	459	335	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
335	x66	60	-0.00013332234061479	0.00013332234061479	-0.443843421095767	0.6571559130007654	0.7875570980109792	799540	100042	800000	1	0.01	459	336	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
336	x283	231	0.000131642091655645	0.000131642091655645	0.43763565303413626	0.6616505399964546	0.7875570980109792	799540	100042	800000	1	0.01	459	337	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
337	x411	320	-0.00013103945888223853	0.00013103945888223853	-0.43605131612483494	0.6627996158263607	0.7875570980109792	799540	100042	800000	1	0.01	459	338	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
338	x490	385	0.00013020219000863719	0.00013020219000863719	0.4332966157504833	0.6647994133206065	0.7875570980109792	799540	100042	800000	1	0.01	459	339	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
339	x354	287	0.0001299662392025734	0.0001299662392025734	0.43252993745559454	0.6653564151567484	0.7875570980109792	799540	100042	800000	1	0.01	459	340	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
340	x527	406	0.00012693349365848204	0.00012693349365848204	0.4217853045136646	0.6731818464362194	0.7875570980109792	799540	100042	800000	1	0.01	459	341	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
341	x121	111	-0.0001252674396731295	0.0001252674396731295	-0.4166444242763577	0.6769386222480858	0.7875570980109792	799540	100042	800000	1	0.01	459	342	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
342	x567	435	-0.00012400236564263865	0.00012400236564263865	-0.41220924818101956	0.6801861696865794	0.7875570980109792	799540	100042	800000	1	0.01	459	343	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
343	x223	197	0.00012260783797352995	0.00012260783797352995	0.4078636017923587	0.6833739255005958	0.7875570980109792	799540	100042	800000	1	0.01	459	344	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
344	x500	393	-0.0001224729518218152	0.0001224729518218152	-0.4078513114708898	0.6833829491285643	0.7875570980109792	799540	100042	800000	1	0.01	459	345	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
345	x368	299	0.00012176615836856967	0.00012176615836856967	0.40491075350127814	0.6855432219421023	0.7875570980109792	799540	100042	800000	1	0.01	459	346	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
346	x525	404	0.00012109474349012678	0.00012109474349012678	0.40263858537810676	0.6872142274823623	0.7875570980109792	799540	100042	800000	1	0.01	459	347	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
347	x335	270	-0.000120478608671017	0.000120478608671017	-0.4008605020490592	0.6885229386169913	0.7875570980109792	799540	100042	800000	1	0.01	459	348	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
348	x93	84	-0.00011732820726551058	0.00011732820726551058	-0.3903682074544097	0.6962643975011302	0.7875570980109792	799540	100042	800000	1	0.01	459	349	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
349	x254	214	-0.00011691096604009067	0.00011691096604009067	-0.3889341030472037	0.6973249974216248	0.7875570980109792	799540	100042	800000	1	0.01	459	350	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
350	x226	200	0.00011475164400169786	0.00011475164400169786	0.38186350137104247	0.7025627155701804	0.7875570980109792	799540	100042	800000	1	0.01	459	351	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
351	x126	116	-0.00011345558929006247	0.00011345558929006247	-0.3773686247285941	0.705899780233082	0.7875570980109792	799540	100042	800000	1	0.01	459	352	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
352	x559	427	-0.00011128102954983554	0.00011128102954983554	-0.3702622864762232	0.711187169190834	0.7875570980109792	799540	100042	800000	1	0.01	459	353	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
353	x575	443	-0.00011061224032688977	0.00011061224032688977	-0.3679865784019485	0.7128833393991219	0.7875570980109792	799540	100042	800000	1	0.01	459	354	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
354	x486	381	0.00011012927851415117	0.00011012927851415117	0.36668421272630847	0.7138546809796409	0.7875570980109792	799540	100042	800000	1	0.01	459	355	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
355	x131	121	0.00010978889747356764	0.00010978889747356764	0.3652398042195942	0.7149325047548261	0.7875570980109792	799540	100042	800000	1	0.01	459	356	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
356	x44	40	-0.00010901087013169191	0.00010901087013169191	-0.3626130478044727	0.7168940578774523	0.7875570980109792	799540	100042	800000	1	0.01	459	357	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
357	x73	66	0.00010812524576981964	0.00010812524576981964	0.3597502316913739	0.7190340190139162	0.7875570980109792	799540	100042	800000	1	0.01	459	358	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
358	x492	387	0.0001074629981261028	0.0001074629981261028	0.3573919803915055	0.7207984739210738	0.7875570980109792	799540	100042	800000	1	0.01	459	359	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
359	x512	396	-0.00010723713009986773	0.00010723713009986773	-0.356615039229403	0.7213801112504814	0.7875570980109792	799540	100042	800000	1	0.01	459	360	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
360	x319	261	-0.00010544891461355984	0.00010544891461355984	-0.35059938931571416	0.7258890071120724	0.7875570980109792	799540	100042	800000	1	0.01	459	361	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
361	x22	19	-0.00010512324748847107	0.00010512324748847107	-0.3498441433984964	0.7264557603561617	0.7875570980109792	799540	100042	800000	1	0.01	459	362	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
362	x438	345	-0.00010503895973519445	0.00010503895973519445	-0.3491133468845717	0.727004308802552	0.7875570980109792	799540	100042	800000	1	0.01	459	363	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
363	x222	196	-0.00010339615966164118	0.00010339615966164118	-0.34397775579706796	0.7308631052506684	0.7875570980109792	799540	100042	800000	1	0.01	459	364	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
364	x175	161	0.00010043632755173098	0.00010043632755173098	0.33408939108428676	0.7383121929135104	0.7875570980109792	799540	100042	800000	1	0.01	459	365	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
365	x581	449	9.812487151220093e-05	9.812487151220093e-05	0.32625978642573894	0.744227896163371	0.7875570980109792	799540	100042	800000	1	0.01	459	366	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
366	x37	34	9.662189663237461e-05	9.662189663237461e-05	0.32161827853104974	0.7477419788193982	0.7875570980109792	799540	100042	800000	1	0.01	459	367	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
367	x393	313	9.615674485175145e-05	9.615674485175145e-05	0.31995739220657304	0.7490007136869195	0.7875570980109792	799540	100042	800000	1	0.01	459	368	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
368	x135	125	9.608705966044423e-05	9.608705966044423e-05	0.31957847998354755	0.7492879735001694	0.7875570980109792	799540	100042	800000	1	0.01	459	369	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
369	x413	322	-9.314939478623097e-05	9.314939478623097e-05	-0.3098242004802779	0.756694727964704	0.7875570980109792	799540	100042	800000	1	0.01	459	370	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
370	x364	296	8.992764951400644e-05	8.992764951400644e-05	0.29918941871231836	0.7647956001544042	0.7875570980109792	799540	100042	800000	1	0.01	459	371	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
371	x501	394	-8.956573243250476e-05	8.956573243250476e-05	-0.29791664563601955	0.7657668605326712	0.7875570980109792	799540	100042	800000	1	0.01	459	372	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
372	x477	374	-8.790171063739157e-05	8.790171063739157e-05	-0.29256169594032394	0.7698572713848012	0.7875570980109792	799540	100042	800000	1	0.01	459	373	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
373	x366	297	-8.410926170275946e-05	8.410926170275946e-05	-0.27972309516468924	0.7796900303553808	0.7875570980109792	799540	100042	800000	1	0.01	459	374	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
374	x410	319	8.329037784601661e-05	8.329037784601661e-05	0.27702884980906634	0.7817580254130343	0.7875570980109792	799540	100042	800000	1	0.01	459	375	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
375	x212	187	-8.303783679923622e-05	8.303783679923622e-05	-0.2763720809298225	0.782262369563307	0.7875570980109792	799540	100042	800000	1	0.01	459	376	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
376	x69	63	8.302077321712928e-05	8.302077321712928e-05	0.2761202600750845	0.7824557714336421	0.7875570980109792	799540	100042	800000	1	0.01	459	377	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
377	x198	175	-8.056577889683073e-05	8.056577889683073e-05	-0.26810373424080575	0.7886195406823532	0.7875570980109792	799540	100042	800000	1	0.01	459	378	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
378	x144	133	-8.026611894280468e-05	8.026611894280468e-05	-0.2669309780244156	0.78952237356595	0.7875570980109792	799540	100042	800000	1	0.01	459	379	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
379	x362	294	-7.953926325288451e-05	7.953926325288451e-05	-0.2646132880836467	0.791307450732999	0.7875570980109792	799540	100042	800000	1	0.01	459	380	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
380	x124	114	-7.940956730643189e-05	7.940956730643189e-05	-0.2641070394662659	0.7916975077874111	0.7875570980109792	799540	100042	800000	1	0.01	459	381	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
381	x333	268	7.858864394517146e-05	7.858864394517146e-05	0.2612592979653981	0.793892619587365	0.7875570980109792	799540	100042	800000	1	0.01	459	382	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
382	x583	451	-7.789932321402925e-05	7.789932321402925e-05	-0.2590594602325431	0.7955894299889639	0.7875570980109792	799540	100042	800000	1	0.01	459	383	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
383	x217	192	-7.639679481756623e-05	7.639679481756623e-05	-0.25442304337899374	0.7991688159307422	0.7875570980109792	799540	100042	800000	1	0.01	459	384	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
384	x2	1	-7.575173608767337e-05	7.575173608767337e-05	-0.2519907932514908	0.8010482449183872	0.7875570980109792	799540	100042	800000	1	0.01	459	385	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
385	x15	12	-7.366882097823757e-05	7.366882097823757e-05	-0.24533205812683653	0.806199394229409	0.7875570980109792	799540	100042	800000	1	0.01	459	386	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
386	x286	233	7.289742617761294e-05	7.289742617761294e-05	0.24250965635106314	0.8083853376572423	0.7875570980109792	799540	100042	800000	1	0.01	459	387	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
387	x282	230	7.088002808828094e-05	7.088002808828094e-05	0.235781635673168	0.8136021794475272	0.7875570980109792	799540	100042	800000	1	0.01	459	388	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
388	x308	253	7.033565762514043e-05	7.033565762514043e-05	0.23400355291824554	0.8149822803180313	0.7875570980109792	799540	100042	800000	1	0.01	459	389	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
389	x46	42	-6.967867897356127e-05	6.967867897356127e-05	-0.23176244996091294	0.816722582896752	0.7875570980109792	799540	100042	800000	1	0.01	459	390	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
390	x240	204	6.686826554988869e-05	6.686826554988869e-05	0.22279346131915181	0.8236963141413797	0.7875570980109792	799540	100042	800000	1	0.01	459	391	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
391	x487	382	6.669487483039932e-05	6.669487483039932e-05	0.22190334353824243	0.8243891843269138	0.7875570980109792	799540	100042	800000	1	0.01	459	392	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
392	x550	418	-6.224741008360709e-05	6.224741008360709e-05	-0.2071329088758944	0.8359061145522434	0.7875570980109792	799540	100042	800000	1	0.01	459	393	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
393	x290	237	-6.132263100982151e-05	6.132263100982151e-05	-0.20401415207061335	0.8383424916624447	0.7875570980109792	799540	100042	800000	1	0.01	459	394	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
394	x139	129	6.105211959294266e-05	6.105211959294266e-05	0.20305540313257567	0.8390917803311686	0.7875570980109792	799540	100042	800000	1	0.01	459	395	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
395	x494	388	-6.007537056263507e-05	6.007537056263507e-05	-0.19983271829024293	0.8416114627112801	0.7875570980109792	799540	100042	800000	1	0.01	459	396	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
396	x344	278	-5.922059141718618e-05	5.922059141718618e-05	-0.19702186182157108	0.8438104799031949	0.7875570980109792	799540	100042	800000	1	0.01	459	397	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
397	x23	20	-5.874480141886716e-05	5.874480141886716e-05	-0.19553343033605805	0.8449754187997323	0.7875570980109792	799540	100042	800000	1	0.01	459	398	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
398	x352	285	-5.7998643632506785e-05	5.7998643632506785e-05	-0.19288530631473266	0.8470488417978262	0.7875570980109792	799540	100042	800000	1	0.01	459	399	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
399	x391	311	5.7584542666095955e-05	5.7584542666095955e-05	0.1916385820184743	0.8480253671865023	0.7875570980109792	799540	100042	800000	1	0.01	459	400	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
400	x173	159	5.633434389548726e-05	5.633434389548726e-05	0.18747763067706333	0.8512862084398383	0.7875570980109792	799540	100042	800000	1	0.01	459	401	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
401	x442	349	-5.564687923006974e-05	5.564687923006974e-05	-0.18506346232995602	0.8531793063228318	0.7875570980109792	799540	100042	800000	1	0.01	459	402	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
402	x30	27	5.497975412549647e-05	5.497975412549647e-05	0.1831547789883032	0.8546766216721804	0.7875570980109792	799540	100042	800000	1	0.01	459	403	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
403	x298	243	-5.4190360616428837e-05	5.4190360616428837e-05	-0.18038052660541304	0.8568538868067351	0.7875570980109792	799540	100042	800000	1	0.01	459	404	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
404	x224	198	-5.233089505523535e-05	5.233089505523535e-05	-0.17411163159485804	0.8617777762123353	0.7875570980109792	799540	100042	800000	1	0.01	459	405	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
405	x119	109	5.1676571008834594e-05	5.1676571008834594e-05	0.17186312341401344	0.8635451819050981	0.7875570980109792	799540	100042	800000	1	0.01	459	406	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
406	x389	309	5.11076192624731e-05	5.11076192624731e-05	0.17018058220116097	0.8648681651787661	0.7875570980109792	799540	100042	800000	1	0.01	459	407	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
407	x100	90	5.1167644211660714e-05	5.1167644211660714e-05	0.17017508133644896	0.8648724911356896	0.7875570980109792	799540	100042	800000	1	0.01	459	408	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
408	x38	35	4.9562916029385304e-05	4.9562916029385304e-05	0.16490354931628365	0.8690199403873528	0.7875570980109792	799540	100042	800000	1	0.01	459	409	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
409	x476	373	-4.561240871197388e-05	4.561240871197388e-05	-0.151801527904852	0.8793435153090734	0.7875570980109792	799540	100042	800000	1	0.01	459	410	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
410	x127	117	4.4125473911942474e-05	4.4125473911942474e-05	0.14674163135352492	0.8833359942017063	0.7875570980109792	799540	100042	800000	1	0.01	459	411	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
411	x519	399	-4.395168429039068e-05	4.395168429039068e-05	-0.1462180182670302	0.8837493187715495	0.7875570980109792	799540	100042	800000	1	0.01	459	412	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
412	x271	220	4.3516500571219933e-05	4.3516500571219933e-05	0.14462486926232307	0.8850070972891526	0.7875570980109792	799540	100042	800000	1	0.01	459	413	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
413	x472	369	4.331682812460882e-05	4.331682812460882e-05	0.14409243443400788	0.8854275151409693	0.7875570980109792	799540	100042	800000	1	0.01	459	414	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
414	x443	350	-4.176324351263381e-05	4.176324351263381e-05	-0.1389962383110574	0.8894531565941899	0.7875570980109792	799540	100042	800000	1	0.01	459	415	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
415	x117	107	-4.146127565596926e-05	4.146127565596926e-05	-0.1378220782676889	0.8903810696450069	0.7875570980109792	799540	100042	800000	1	0.01	459	416	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
416	x27	24	-4.051095667519503e-05	4.051095667519503e-05	-0.13483987215945434	0.8927385142160231	0.7875570980109792	799540	100042	800000	1	0.01	459	417	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
417	x58	52	-3.919574942596223e-05	3.919574942596223e-05	-0.13034868137014294	0.8962905992080566	0.7875570980109792	799540	100042	800000	1	0.01	459	418	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
418	x134	124	-3.785915162168024e-05	3.785915162168024e-05	-0.12584790581527378	0.899852351481286	0.7875570980109792	799540	100042	800000	1	0.01	459	419	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
419	x10	8	-3.637502965186545e-05	3.637502965186545e-05	-0.12100620559926659	0.9036861503665221	0.7875570980109792	799540	100042	800000	1	0.01	459	420	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
420	x341	276	3.256738751900208e-05	3.256738751900208e-05	0.1082876594604501	0.913767538548214	0.7875570980109792	799540	100042	800000	1	0.01	459	421	0	[1361, 995, 1108, 1227, 507]	0.48369998335838316	0.24133270978927612
