	cluster	feature	feature_idx	select_count	select_rate	beta_n	beta_mean	beta_se	beta_mean_minus_se	beta_mean_plus_se
0	0	x291	238	50	1.0	50	0.03413632034416193	1.2720011188254769e-05	0.03412360033297368	0.034149040355350185
1	0	x87	78	50	1.0	50	0.023042959317545054	1.2017832667173895e-05	0.02303094148487788	0.02305497715021223
2	0	x217	192	50	1.0	50	0.022342356751270286	9.456625525199149e-06	0.022332900125745087	0.022351813376795485
3	0	x461	364	50	1.0	50	0.019786062826617018	1.0999579697392053e-05	0.019775063246919626	0.01979706240631441
4	0	x20	17	50	1.0	50	0.017828320331307827	1.2582318483814017e-05	0.017815738012824014	0.01784090264979164
5	0	x153	141	50	1.0	50	0.014348040618356888	1.3017095538277718e-05	0.01433502352281861	0.014361057713895165
6	0	x378	302	50	1.0	50	0.014146626989418227	1.0392803242690267e-05	0.014136234186175536	0.014157019792660918
7	0	x426	333	50	1.0	50	0.013415807003882157	1.0731969218938806e-05	0.013405075034663217	0.013426538973101096
8	0	x588	456	50	1.0	50	0.011828059484037303	1.1583251430993592e-05	0.01181647623260631	0.011839642735468297
9	0	x585	453	50	1.0	50	0.010856402945150329	1.2031562461797765e-05	0.01084437138268853	0.010868434507612127
10	0	x253	213	50	1.0	50	0.0095685897122801	1.1907624322768257e-05	0.009556682087957331	0.00958049733660287
11	0	x470	367	50	1.0	50	0.00901401660498792	1.2061452152854581e-05	0.009001955152835067	0.009026078057140775
12	0	x358	291	50	1.0	50	0.008626229747184237	9.798455031121123e-06	0.008616431292153117	0.008636028202215358
13	0	x554	422	50	1.0	50	0.008511604455611775	9.051074070733783e-06	0.008502553381541041	0.008520655529682508
14	0	x361	293	50	1.0	50	0.007753849921706677	1.0208493072152013e-05	0.007743641428634525	0.007764058414778829
15	0	x525	404	50	1.0	50	0.007530290946161493	1.0126793379175642e-05	0.007520164152782317	0.007540417739540669
16	0	x240	204	50	1.0	50	0.006615321120596828	1.0518206185553284e-05	0.006604802914411275	0.006625839326782381
17	0	x164	150	50	1.0	50	0.006562899846670629	1.1205518170975336e-05	0.006551694328499654	0.006574105364841604
18	0	x223	197	50	1.0	50	0.005115184830409356	9.063766789042657e-06	0.005106121063620313	0.005124248597198399
19	0	x287	234	50	1.0	50	0.0048787162807249285	9.130721958351633e-06	0.0048695855587665765	0.0048878470026832805
20	0	x246	206	50	1.0	50	0.00481213092600015	1.250114499021662e-05	0.0047996297810099335	0.004824632070990367
21	0	x386	306	50	1.0	50	0.004495163329831899	1.1521519688459764e-05	0.004483641810143439	0.004506684849520358
22	0	x102	92	50	1.0	50	0.004400612680645491	1.3010673247169505e-05	0.0043876020073983215	0.004413623353892661
23	0	x208	184	50	1.0	50	0.00430147235146682	9.527901855685292e-06	0.004291944449611135	0.004311000253322505
24	0	x488	383	50	1.0	50	0.004245684819068825	8.30732187023102e-06	0.004237377497198594	0.004253992140939056
25	0	x480	376	50	1.0	50	0.004184148435048006	1.1057920877315513e-05	0.00417309051417069	0.004195206355925321
26	0	x440	347	50	1.0	50	0.0037818967607448207	9.041696111382565e-06	0.0037728550646334382	0.0037909384568562032
27	0	x587	455	50	1.0	50	0.003731917076612484	9.461207768542644e-06	0.0037224558688439416	0.0037413782843810266
28	0	x106	96	50	1.0	50	0.003604991883968444	8.161334993347337e-06	0.003596830548975097	0.0036131532189617914
29	0	x495	389	50	1.0	50	0.0035680414679362176	1.2089374789488965e-05	0.003555952093146729	0.0035801308427257064
30	0	x478	375	50	1.0	50	0.003410052993541996	1.0871171871216613e-05	0.0033991818216707794	0.0034209241654132123
31	0	x406	315	50	1.0	50	0.0033766929966514126	9.10303542214462e-06	0.003367589961229268	0.0033857960320735573
32	0	x224	198	50	1.0	50	0.0033267106471328452	1.0613737208486763e-05	0.0033160969099243587	0.003337324384341332
33	0	x114	104	50	1.0	50	0.0032320137115223547	1.046676088864637e-05	0.003221546950633708	0.0032424804724110012
34	0	x111	101	50	1.0	50	0.0032154579673658867	9.470574745123048e-06	0.0032059873926207636	0.00322492854211101
