	feature	feature_idx	coef	se	t	p	r2
0	(intercept)	-1	1.0194213231900844			0.0	0.6368323169307304
1	x420	328	-0.0175420065007057	3.064340495731372e-05	-572.4561785853036	0.0	0.6368323169307304
2	x456	360	0.001628827436328	3.065393359403069e-05	53.13600068100944	0.0	0.6368323169307304
3	x433	340	0.0015638123508582	3.063764152178146e-05	51.04219101677421	0.0	0.6368323169307304
4	x292	239	0.0015923196536827	3.066224538956413e-05	51.93095396153566	0.0	0.6368323169307304
5	x341	276	0.0014584137619899	3.0636933759015126e-05	47.60312417233264	0.0	0.6368323169307304
6	x412	321	0.0014710350180103	3.066368844769611e-05	47.97319215264952	0.0	0.6368323169307304
7	x146	135	0.0014031741916126	3.065618593535035e-05	45.77132310496109	0.0	0.6368323169307304
8	x484	379	0.0013198100273925	3.066230124272127e-05	43.04341076506435	0.0	0.6368323169307304
9	x557	425	-0.0012481987059507	3.064679176064968e-05	-40.72852766120452	0.0	0.6368323169307304
10	x369	300	-0.0014151926515417	3.0644222499642456e-05	-46.18138546534357	0.0	0.6368323169307304
11	x64	58	0.0020069928765698	3.0652942698554564e-05	65.4747211811586	0.0	0.6368323169307304
12	x118	108	-0.0018082743172084	3.064002828003192e-05	-59.01673133855798	0.0	0.6368323169307304
13	x85	77	-0.0024182154770586	3.064126422681966e-05	-78.92022532614975	0.0	0.6368323169307304
14	x500	393	-0.0029325173502874	3.064897437603265e-05	-95.68076615903418	0.0	0.6368323169307304
15	x419	327	-0.0030114443232467	3.066200892386366e-05	-98.21418846770264	0.0	0.6368323169307304
16	x355	288	-0.0040187372795112	3.065483761564445e-05	-131.09634863830863	0.0	0.6368323169307304
17	x56	50	-0.0042848168558821	3.065226561360989e-05	-139.7879331301244	0.0	0.6368323169307304
18	x112	102	-0.0045633619996591	3.063724159947821e-05	-148.9482003411468	0.0	0.6368323169307304
19	x103	93	-0.0115385396390048	3.065194721796409e-05	-376.4374105486683	0.0	0.6368323169307304
20	x287	234	-0.011932441620359	3.0647732307380514e-05	-389.3417464197027	0.0	0.6368323169307304
21	x28	25	-0.0138282343512515	3.065265288649516e-05	-451.1268372906141	0.0	0.6368323169307304
22	x36	33	-0.0142405326488017	3.0653968940276185e-05	-464.55754804694095	0.0	0.6368323169307304
23	x551	419	-0.0021929366752601	3.064741798551507e-05	-71.55371706342689	0.0	0.6368323169307304
24	x26	23	0.0021271855743054	3.066555077824481e-05	69.36727110130768	0.0	0.6368323169307304
25	x432	339	0.0017461947034437	3.063882212460345e-05	56.99287969825412	0.0	0.6368323169307304
26	x247	207	0.0023013488423302	3.063610731665016e-05	75.11883995391132	0.0	0.6368323169307304
27	x386	306	0.028209604824867	3.064059497893792e-05	920.6611309035624	0.0	0.6368323169307304
28	x92	83	0.0156148720897953	3.06504294282252e-05	509.45035293423945	0.0	0.6368323169307304
29	x248	208	0.0105970258440155	3.064220566412233e-05	345.8310397160204	0.0	0.6368323169307304
30	x288	235	0.0076762491169605	3.065189889425468e-05	250.4330692020957	0.0	0.6368323169307304
31	x8	6	0.0073566228124802	3.066395204858666e-05	239.91111128871225	0.0	0.6368323169307304
32	x424	331	0.0061832112937465	3.065436801850218e-05	201.70734852581305	0.0	0.6368323169307304
33	x130	120	0.0054280568378155	3.065312580750733e-05	177.0800430566912	0.0	0.6368323169307304
34	x17	14	0.0052548579933201	3.06613995000467e-05	171.38350104704605	0.0	0.6368323169307304
35	x252	212	0.0048231131509632	3.066197917434905e-05	157.2994725336629	0.0	0.6368323169307304
36	x82	74	0.0046173105701065	3.065731407121216e-05	150.61040766262886	0.0	0.6368323169307304
37	x153	141	0.004428292288412	3.064086048768282e-05	144.52245197853358	0.0	0.6368323169307304
38	x347	281	0.0040667130952487	3.064242511121998e-05	132.7151190053702	0.0	0.6368323169307304
39	x478	375	0.0039119303005955	3.064794953088477e-05	127.6408490771442	0.0	0.6368323169307304
40	x276	225	0.0022138627007833	3.064864366748722e-05	72.2336271974037	0.0	0.6368323169307304
41	x196	173	0.00361634155917	3.064596856921544e-05	118.00382653928372	0.0	0.6368323169307304
42	x583	451	0.0032019205860759	3.0634572286555335e-05	104.51983974593227	0.0	0.6368323169307304
43	x431	338	0.0029164442201172	3.0653262768239086e-05	95.14302742150778	0.0	0.6368323169307304
44	x51	46	0.0027937430824288	3.065064107786739e-05	91.14794941258722	0.0	0.6368323169307304
45	x9	7	0.0026441000836605	3.065071024495955e-05	86.2655404239901	0.0	0.6368323169307304
46	x81	73	0.0025641996792346	3.0652596318619e-05	83.65358851110132	0.0	0.6368323169307304
47	x350	283	0.0024275473525324	3.065594154180156e-05	79.18684700067928	0.0	0.6368323169307304
48	x571	439	0.0024637116583713	3.064420857273772e-05	80.39730092958355	0.0	0.6368323169307304
49	x101	91	0.002446936478605	3.063726637462142e-05	79.86797675369543	0.0	0.6368323169307304
50	x366	297	0.0023401087908585	3.063961415021101e-05	76.37526959008495	0.0	0.6368323169307304
