,Name,URL,Ingredients
242,Tequila Fizz,https://www.thecocktaildb.com/drink/12362-Tequila-Fizz,"tequila, Lemon, grenadine, egg white, ginger ale"
243,Tequila Sour,https://www.thecocktaildb.com/drink/12370-Tequila-Sour,"tequila, lemon, sugar, lemon, cherry"
244,Brave Bull Shooter,https://www.thecocktaildb.com/drink/13068-Brave-Bull-Shooter,"tequila, tabasco sauce"
245,Tequila Sunrise,https://www.thecocktaildb.com/drink/13621-Tequila-Sunrise,"tequila, orange, grenadine"
246,Tequila Surprise,https://www.thecocktaildb.com/drink/14602-Tequila-Surprise,"tequila, tabasco sauce"
248,110 in the shade,https://www.thecocktaildb.com/drink/15423-110-in-the-shade,"lager, tequila"
249,Amaretto Stone Sour Alternative,https://www.thecocktaildb.com/drink/16100-Amaretto-Stone-Sour-Alternative,"sour mix, amaretto, tequila, orange"
250,Whitecap Margarita,https://www.thecocktaildb.com/drink/16158-Whitecap-Margarita,"ice, tequila, coconut, lime"
251,Moranguito,https://www.thecocktaildb.com/drink/16196-Moranguito,"absinthe, tequila, renadine"
252,apple Grande,https://www.thecocktaildb.com/drink/16289-apple-Grande,"tequila, apple cider"
255,Downshift,https://www.thecocktaildb.com/drink/16991-Downshift,"fruit, sprite, tequila, rum"
259,Tommy's Margarita,https://www.thecocktaildb.com/drink/17216-Tommys-Margarita,"tequila, lime, agave syrup"
260,Vampiro,https://www.thecocktaildb.com/drink/17217-Vampiro,"tequila, tomato, orange, lime, sugar syrup, salt"
261,Paloma,https://www.thecocktaildb.com/drink/17253-Paloma,"grape soda, tequila"
262,Tequila Slammer,https://www.thecocktaildb.com/drink/178307-Tequila-Slammer,"tequila, 7-up"
263,Pineapple Paloma,https://www.thecocktaildb.com/drink/178327-Pineapple-Paloma,"tequila, grapefruit, lime, Pineapple,lime, pepper"
264,Smashed Watermelon Margarita,https://www.thecocktaildb.com/drink/178332-Smashed-Watermelon-Margarita,"watermelon, mint, grapefruit, lime, tequila,watermelon,mint"
265,Winter Rita,https://www.thecocktaildb.com/drink/178347-Winter-Rita,"tequila, campari, lime, orange, rosemary syrup,  salt"
266,Winter Paloma,https://www.thecocktaildb.com/drink/178348-Winter-Paloma,"tequila, grapefruit, lime, agave syrup,  pepper"
267,Balmoral,https://www.thecocktaildb.com/drink/11060-Balmoral,"scotch, sweet vermouth, vermouth, bitters"
268,Bobby Burns Cocktail,https://www.thecocktaildb.com/drink/11121-Bobby-Burns-Cocktail,"sweet vermouth, scotch, benedictine, twist of Lemon"
269,Dry Rob Roy,https://www.thecocktaildb.com/drink/11324-Dry-Rob-Roy,"scotch, vermouth, twist of Lemon"
270,Flying Scotchman,https://www.thecocktaildb.com/drink/11369-Flying-Scotchman,"scotch, sweet vermouth, bitters, sugar syrup"
271,Godfather,https://www.thecocktaildb.com/drink/11423-Godfather,"scotch, amaretto"
272,Highland Fling Cocktail,https://www.thecocktaildb.com/drink/11476-Highland-Fling-Cocktail,"scotch, sweet vermouth, orange bitters, olive"
273,Loch Lomond,https://www.thecocktaildb.com/drink/11658-Loch-Lomond,"scotch, drambuie, vermouth, twist of Lemon"
274,Rusty Nail,https://www.thecocktaildb.com/drink/12101-Rusty-Nail,"scotch, drambuie, twist of Lemon"
275,Scotch Cobbler,https://www.thecocktaildb.com/drink/12138-Scotch-Cobbler,"scotch, brandy, curacao, orange, mint"
276,Scotch Sour,https://www.thecocktaildb.com/drink/12158-Scotch-Sour,"scotch, lime, sugar, lemon, cherry"
277,Thriller,https://www.thecocktaildb.com/drink/12388-Thriller,"scotch, ginger wine, orange"
278,Whisky Mac,https://www.thecocktaildb.com/drink/12518-Whisky-Mac,"scotch, ginger wine"
279,Irish Cream,https://www.thecocktaildb.com/drink/12820-Irish-Cream,"scotch, , sweetened condensed milk,  coconut syrup, chocolate syrup"
280,Affinity,https://www.thecocktaildb.com/drink/17840-Affinity,"scotch, sweet vermouth, vermouth, orange bitters"
281,Broadside,https://www.thecocktaildb.com/drink/178311-Broadside,"rum, scotch,  bitters, wormwood, ice"
282,Old Fashioned,https://www.thecocktaildb.com/drink/11001-Old-Fashioned,"whisky, bitters, sugar,  water"
283,Manhattan,https://www.thecocktaildb.com/drink/11008-Manhattan,"sweet vermouth, whisky,  bitters, ice, maraschino cherry, twist of orange peel"
284,Allegheny,https://www.thecocktaildb.com/drink/11021-Allegheny,"vermouth, whisky, brandy, Lemon, twist of Lemon"
285,Classic Old-Fashioned,https://www.thecocktaildb.com/drink/11145-Classic-Old-Fashioned,"bitters, water, sugar, whisky, orange, maraschino cherry"
286,Bourbon Sling,https://www.thecocktaildb.com/drink/11146-Bourbon-Sling,"sugar, water, Lemon, whisky, twist of Lemon"
287,Bourbon Sour,https://www.thecocktaildb.com/drink/11147-Bourbon-Sour,"whisky, Lemon, sugar, orange, maraschino cherry"
288,John Collins,https://www.thecocktaildb.com/drink/11580-John-Collins,"whisky, Lemon, sugar, club soda, maraschino cherry, orange"
289,Kentucky B And B,https://www.thecocktaildb.com/drink/11602-Kentucky-B-And-B,"whisky, benedictine"
290,Kentucky Colonel,https://www.thecocktaildb.com/drink/11604-Kentucky-Colonel,"whisky, benedictine, twist of Lemon"
291,Midnight Cowboy,https://www.thecocktaildb.com/drink/11766-Midnight-Cowboy,"whisky, dark rum, cream"
292,Mississippi Planters Punch,https://www.thecocktaildb.com/drink/11786-Mississippi-Planters-Punch,"brandy, rum, whisky, lemon, sugar, water"
293,Sazerac,https://www.thecocktaildb.com/drink/12127-Sazerac,"ricard, sugar, peychaud bitters, water, whisky, twist of Lemon"
294,Egg Nog #4,https://www.thecocktaildb.com/drink/12910-Egg-Nog-#4,"egg yolk, sugar, milk, rum, whisky, vanilla extract, salt, whipped cream, egg white, sugar, nutmeg"
295,Brandon and Will's Coke Float,https://www.thecocktaildb.com/drink/16447-Brandon-and-Wills-Coke-Float,"vanilla ice-cream, Coca-Cola, whisky"
297,Mint Julep,https://www.thecocktaildb.com/drink/17206-Mint-Julep,"mint, whisky, sugar, water"
298,Raspberry Julep,https://www.thecocktaildb.com/drink/178333-Raspberry-Julep,"whisky, raspberry syrup, mint"
299,Brandy Alexander,https://www.thecocktaildb.com/drink/11016-Brandy-Alexander,"brandy, creme de cacao, cream, nutmeg"
301,Boston Sidecar,https://www.thecocktaildb.com/drink/11128-Boston-Sidecar,"rum, brandy, triple sec, lime"
302,Brandy Cobbler,https://www.thecocktaildb.com/drink/11157-Brandy-Cobbler,"sugar, club soda, lemon, brandy, maraschino cherry, orange"
303,Brandy Flip,https://www.thecocktaildb.com/drink/11164-Brandy-Flip,"brandy, egg, sugar, cream, nutmeg"
304,Brandy Sour,https://www.thecocktaildb.com/drink/11170-Brandy-Sour,"brandy, lemon, sugar, lemon, cherry"
305,City Slicker,https://www.thecocktaildb.com/drink/11251-City-Slicker,"brandy, triple sec, Lemon"
309,Port Wine Cocktail,https://www.thecocktaildb.com/drink/11963-Port-Wine-Cocktail,"port, brandy"
310,Quaker's Cocktail,https://www.thecocktaildb.com/drink/11983-Quakers-Cocktail,"rum, brandy, lemon, raspberry syrup"
311,Scooter,https://www.thecocktaildb.com/drink/12130-Scooter,"brandy, amaretto, cream"
313,Sidecar Cocktail,https://www.thecocktaildb.com/drink/12198-Sidecar-Cocktail,"brandy, triple sec, lemon"
314,Sol Y Sombra,https://www.thecocktaildb.com/drink/12256-Sol-Y-Sombra,"brandy, anisette"
316,Amaretto Liqueur,https://www.thecocktaildb.com/drink/12792-Amaretto-Liqueur,"sugar, water, apricot, Almond, pure grain alcohol, water, brandy,  ,  ,  , glycerine"
318,Mulled Wine,https://www.thecocktaildb.com/drink/12988-Mulled-Wine,"water, sugar, oves, cinnamon, Lemon, red wine, brandy"
319,Sangria The  Best,https://www.thecocktaildb.com/drink/13026-Sangria-The--Best,"red wine, sugar,  lemon,  orange,  apple, brandy, soda water"
320,Cafe Savoy,https://www.thecocktaildb.com/drink/14181-Cafe-Savoy,"coffee, milk, triple sec, brandy"
321,Amaretto Shake,https://www.thecocktaildb.com/drink/15194-Amaretto-Shake,"chocolate ice-cream, brandy, amaretto"
322,Kioki Coffee,https://www.thecocktaildb.com/drink/16951-Kioki-Coffee,"kahlua, brandy, coffee"
323,Between The Sheets,https://www.thecocktaildb.com/drink/17184-Between-The-Sheets,"brandy, rum, triple sec, Lemon"
324,Porto flip,https://www.thecocktaildb.com/drink/17192-Porto-flip,"brandy, port, egg yolk"
325,Stinger,https://www.thecocktaildb.com/drink/17193-Stinger,"brandy, creme de menthe"
326,Horse's Neck,https://www.thecocktaildb.com/drink/17202-Horses-Neck,"lemon, brandy, ginger ale, bitters"
