Cocktail Name,Bushwick,Winter Daiquiri,Mundo Perdido,Formidable Dragon,Tradewinds,Tipsy Jitters,Cafe Mexicana,Sleepwalker,Damn Fine Coffee Martini,Daily Rituals,Gin Fix,A La Louisiane,Star Daisy,Alpine Negroni,Roku Koori Negroni,Vintage Coco,Shrunken Skull,Atta Boy,Hot & Heavy,Hoffman House Fizz,Prize Fighter No. 1,Spanish Coffee,Irish Coffee,Coffee and Coke,Enzoni Royale,Boothby Cocktail,Da Hora,Chirulin,Strawberry Basil Buck,Grog,Little Boots,Ante Up,Cruel Summer,Tropical Fluff,Cosmogroni,Outlander,La Otra Palabra,Oumuamua,Pineapple Daiquiri,Oh My Word,Pumpernickel,Golden Ghost,Paint the Town,Cucumber Basil Gimlet,Manila Sunset,Pop Quiz,Chocolate Negroni,Nice One,Shanghai Gin,Cornwall Negroni,Seven Sins,Freezer Martini,Trash-tini,Truffle Martini,Fjellbekk,Gin Rocket,Two Charlies,Brazilian Mule,Mrs Hendrickx Lemonade Highball,Pepe,Comb the Desert,Madison Park Smash,The Smash (Modern),Muerto Vivo,The Loser,Oaxacan Fix,Bahia Sling,Franklin Bearse,Obituary Cocktail,French Batallion,Campanula Sour,Reles Sour,Daq Attack,Pan American Clipper,The Matilda,Maple Rose,Fumata Bianca,Pennington Daiquiri,Kingston Sound System,Daisy De Santiago,A State of Oaxaca,Caraminhola,Lily Pad,Hoodwinked,Viva Cuba,Jagerita Sour,Sharpie Mustache,Banana Cow,Philadelphia Fish House Punch,Industry Sour,Skittles Vesper,Sushi Rice Negroni,Poinsettia Park Swizzle,Tequila Roma,The Agony and the Ecstasy,The Manhattan Project,Granny Mae,Hub City,White Linen,Monte Cassino,Ellison,Trident,Garibaldi,El Pepino,Clover Club #1,Clover Club #2,The Original Clover Club,Caipirinha,Batida Rosa,Colonial Ties,Dry Daiquiri,Flamingo in the Forest,Raspberry Fix,Breakfast In Bed,The Goldfinch,Elder Fashioned,Mr. Brown,Black Manhattan,Joy Division,Frozen Strawberry Negroni,Grohl Whip,Venetian Breeze,Lavender Spriz Lemonade,Ann Darrow,Old Pal,Gold Rush,Mezcal Rickey,Double Pineapple,Dole Whip,Pineapple Old Fashioned,Hotel National Special,Old Sweet Song,Tipperary,Grenadine Sour,King Of The House,Maximillian Affair,Amaretto Sour,Siesta,Wibble,Ginger Rogers,Strawberry Daiquiri,Strawberry Negroni,Strawberry Caipirinha,Strawberry Nights,Dr. Funk,Eastern Sour,Zombie (Jeff Berry Reconstruction),Bitter Old Man,Polka Dot Negroni,Cable Car,Cosmonaut,Old Cuban,On the Run,Pago Pago,Love & Murder,Prince Henry Punch,Army & Navy,Self Starter,Russian Spring Punch,Grapefruit Cooler,French Martini,Duke Martini,Frozen Margarita,Strawberry Margarita,Session Margarita,Avocado Margarita,Parmesan Espresso Martini,Parmesan Espresso Martini No. 2,Dark Star,Killer On Ice,Old Mexican Cough Syrup,Pineapple Daiquiri No. 2,Greenhorn,Final Straw,Mezcal Mule,Jasmine,Kill Devil,Suplada Spritz,Ube Colada,Gin and Pomme,Pancho Villa,Bergamot Negroni,Coffee And Tonic,Bergamot Garibaldi,Grasshopper,Neruda,Mr. Peanut,Improved Brandy Cocktail,Cognac Sazerac,New York Sazerac,Apricot BLVD,The Art of Choke,The Slope,Espresso MartiNO,Spiced NO-Fashioned,NoGroni Sbagliato,Hanky Panky,Toronto,The Alligator,Color In Your Cheeks,Tea Tree Sour,Stirred on Third,The Gem,Milano-Torino Sour,Rum Old Fashioned,Clarified Whiskey Sour (Milk),Clarified Whiskey Sour (Coconut),White Negroni,Intro To Aperol,Oaxaca Old Fashioned,Basil Gimlet,City Of Angels Chuhi,Vampiro,Paloma,Carajillo,Cantarito,Means Of Preservation,Paris Is Burning,Soul Clench,The Jake Walk,Kingston Negroni,Gin Basil Smash,Chartreuse Swizzle,Little Italy,Full Windsor,Aged Egg Nog,The Dnd wake me up,California Razorblade,Aquavit Espresso,Winter Basil Smash,Spiced Reverse Martini,Million Dollar Cocktail,Yukiguni Cocktail,Gimlet Highball,Dot Line,Japanese Highball,Oaxacan Dead,Flannel Shirt,Mid-Century Old Fashioned,Wisconsin Old Fashioned,Sabbatical,Yuletide Peril,GOAT PB&J Sour,Forbidden Fruit,The Stapleton (aka Tennessee Smooth),Across State Lines,Strawberry Blow Fizz,Oaxacan Vacation,Raton Laveur,Screwballs of Fire,Devil poison,Smoked banana daiquiri,Tom Kha-llins,Lady Penelope,Flor de PBJerez Swizzle,Blue Hawai-Tai,Piedmont Sour,Empty the Fridge,Appetite Reviver No. 10,The Sassy Jackson,Yuletide Peril,Long Peninsula Iced Tea,Curveball,Sour Sunset,Summer Tease,Spruce & Fir.,Smoky Haitian Sour,The Cravings,Rhabalapapp,The Last Corpse,House Harkonnen,Cocktail not named yet,Cup of Bacchus,Shock the Monkey,Cranberry Whisper (or Crimson Whisper),The Black Adder,The Final Testament,Currents & Coils #5,Rosa Rica,Cinnamon Ridge,Regal Beagle,Long Flight,Hummingbird,A.V. Conrad,Beach Side,Caffeinated Surfer,Flor Amargo,Vera,sixth of June,Macaw,Ocha no Jikan (お茶の時間),Thawing Dawn,The Soda Jerk,Brandy Old-Fashioned Sweet,Pesce Spada (Swordfish),Walk Without Rhythm,Reggae Ruby,The Gateway,Acid-Adjusted Pineapple Daiquiri,Ferrari Sour,Hemingway Daiquiri,Royal Bermuda Yacht Club,Parasol,Stirred Daiquiri,Pineapple Strawberry Daiquiri,Christmas in Manhattan,Pink Panther,Cinnamon plum smash,Daniel Reyes,Bold and Gold,The Downtown Dolce,Blades of Chaos,Berlin Sunset,Golden Gloves,Juliet & Romeo,Stone Cold Fox,Tiger Balm,Amaros And Sorrows,"Blacker The Berry, The Sweeter The Juice",Blood Orange Margarita,Trick Pony,Skater On Crack,Fassionola Daiquiri,Hurricane (Variation),Milano Torino,Americano,Hugo Spritz,Angelino 1860 Spritz,Bicicletta,The Strong Armed Ape,Tequila Pineapple Sour,MSG Martini,American Trilogy,Kentucky Maid,Fall Back,Eastside,Greenpoint,Revolver,Gin Gin Mule,Ancho Problem,Century City,Paloma Picante,Gin Hound,Silver Monk,Graveyard Shift,Little Red,Vespid,After-Dinner Flip,Turning Japanese,The Poison Apple,Nordic Heather,Quaker,Whiskey Apple Highball,Ward Eight,Rattlesnake,Mojito,Traditional Mojito,Garibaldi,Rainbow Sour,Rome With A View,Dr. J,Marmalade Sour,Vodka Martini,Dirty Martini,Traditional Martini,Traditional Dry Martini,Perfect Martini,Hishimochi Bitters And Soda,First Lady,Yuzu Salty Dog,Iceland Dill Martini,Roe Your Boat,Proud Mary,Absent-minded,Royal Hawaiian Mai Tai,Bird of Paradise,Frozen Negroni,The PK,Scorpion,Green Swizzle,Florodora,Irish Old Fashioned,Shelby Sour,Hot Lips,Bitter Giuseppe,Bitter Italian,Angostura Sour,Broken Shoe Shiner,Naked & Famous,The Final Ward,Paper Plane,Last Word,No True Scotsman,Pornographic Material,Blue Reef,Coronado Luau Special,The Anise Kick,Winter Mai Tai,Cloister,Cloister (Re-spec),Last Bird,Maid in Mexico,The New Father,Bless this house,Fay Wray,Cardinale,Cardinale (Modern),Deez Nutz,Scofflaw,Scofflaw (Modern),Barbacoa,The Spice Must Flow,The Hawaii Blues,If You Like Ube Coladas,West India Sour,Soul so Dead,Black Mountain Road,Breakfast for Dinner,Cadillac Margarita,Oaxacanite,Bobby Burns for Burns Night,Atomic Cocktail (Revised),Atomic Cocktail,Tiger Chilled Coffee,The Pelican,Paddington,Moka Pot Amaro,Amaro Caldo (Hot Amaro),Coquito,Rompope,American Whiskey Skin,Verte Chaud,Nux Alpine,Dominicana,Getaway Car,Hard Sell,Cold Brew Americano,Northenders Vacation,Earl Grey MarTEAni,The Quiet Man,The Sage Hen,Spice Trade,Hot Zombie,Zombie,Whiskey Sour Reconstructed,Standard Tiki No 1,Monkey Pod Mai Tai,The Ancient Mariner,La Bomba,La Bomba,Pineapple Trainwreck,Chamomile Sour,Singapore Sling,Midnight Stinger,Follow That Black Rabbit,Clockwork Orange,Trinidad Sour,Sawyer,Sea Salt Foam Margarita,Regal Daiquiri,Change of Address,Salted Rosemary Paloma,Vodka Espresso aka Espresso Martini,Cafe Grog,Java Flow,Blackbird,Kangaroo aka Vodka Martini,Caipiroska,Charging Station,Cosmopolitan,Vodka Cranberry,Lemon Drop,Appletini,Kentucky Mai Tai,Paper Plane,Bourbon Smash,Banana PB & J Sour,East Sherry Colada,Sable,Wrangler,California Gold Rush,Nor Cal Boulevardier,Reconstructed Bahama Mama,Bahama Mama,Ramos Gin Fizz,Talent Scout,Campari Shakerato,Pineapple Syllabub,Blannibal Sour,Corpse Reviver Number Blue,Guardian Angel,Pignoli Alexander,Spiced Apple Fix,Mojito Criollo No. 2,Applejack Cocktail,Bourbon Renewal,Dodecadaiquiri,Yuzu Gimlet,Windsor Terrace,Kombucha Sangria,Sugar Plum,Bowery Fix,Bar Fly,Lost Lake,Smoke and Mirrors,A Red Car Named Desire,Breakfast Martini,Pink Gin,Breakfast Bell,Black Martini,Rangoon,Flamingo,Blue Hawaii,Martini,Kola Sour,Rabo de Galo,Tia Mia by Ivy Mix,Banana Daiquiri by Julie Reiner,One Love,Accidental Tourist,Just for Mary,Blackberry Press,Best Fronds,Bellini,Water on the Vine,Apricot Julep,Jungle Bird,Arinato,Pineapple Daiquiri,Bare Knuckle Boxer,Moscow Mule,Penicillin,Alabama Slammer,Switchblade,Three-Ingredient Midori Sour,Whiskey Peach Smash,Arrack Punch,Pendergast #2,La Florida,Hummingbird,Gin and It,Frozen Strawberry Daiquiri,Improved Orange Whip,Fond Farewell,Seven Seas Swizzle,Lucien Gaudin,Kitty Highball,Thin Margins,Blinker,Amaro Sour,Strawberry Star,A Radish Walks into a Bar,Rum Runner,The Star,Laurel Canyon,Cocchi Cola,Kona Swizzle,Boilermaker House Sour,White Russian,Cool Headed Monkey,Little Tokyo,Macho Manhattan,Caipirissimo,Winds of Winter,Puka Punch,Zombie Panda,High Tide,Vatican City,Mexican Breakfast Stout,The Velvet Rut,Hole in the Cup,Puritan,Tennessee Mai Tai,Put on a Happy Face,Pressure Drop,Southern Whiskey Rebellion,JFK Harris,Bitter Fingers,Bounty Law,Goo,Lower Manhattan,Aviation,Fight Milk,Bramble,Oaxacan Roja,Lucano Corretto,Newark,Temperance Grapefruit Collins,El Fiero,Busy Knee,Pink lady,Midori Sour,Ice-Berg,Beam Me Up Toddy,Seelbach,Grasshopper,Key Lime Mimosa,The Nightcap Before Christmas,Butterbeer,Hot Buttered Rum,Brancolada,Howick Hall,Exit Strategy,Billionaire,Milk Punch,Song of the Siren,Father Knows Best,Li Ziqi Highball 李子柒 高杯,Another Time,Bitter Mai Tai,Coffee Cocktail,Mad Hatter,Swimming Pool,Ce Soir,Death Flip,Fall Enzoni,Best Year,Boys Bar Drive,The Joker Cocktail,Division Bell,Banana Daiquiri Take 653,Arbitrary Nature of Time,Freight Train Swizzle,Mr. Bodi Hai,Get Lucky,Age of Aquarius,Junior,Sloe Gin Fizz,Marlin,Hurricane,Prescription Julep,Nuclear Daiquiri,Kentucky Buck,French Pearl,Norwegian Paralysis,Dear Jane,Death in Oaxaca,A Fistfull of Dollars,Saturn,Millionaire,Peach Cobbler,Lake at Night,Banana Farmer,12 Mile Limit,The Shark-Infested Custard,Spring Swing,Cool Aunt Pimm,Rum & Cola,Death in the Gulf Stream,Caractacus Potts,Yellow Pepper No. 2,Raspberry Beret,High Priest of California,Rum and Ramajay,Sex on the Beach,Fairbanks Loan No. 2,Bow and Arrow,Long Island Ice Tea,Commando,Miami Vice,Daiquiri,Sloe Gin Martinez,Grapefruit Mule,Siren of the Fjords,Fontoura,Pan Daisy,Mulholland Drive,Angostura Colada,Mexican Firing Squad,Aperol Spritz,Monte Carlo,French 75,Champagne Cocktail,Boulevardier,Jack Rose,Negroni,Daisy,Manhattan,Sazerac
Bushwick,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.0,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.0,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.125,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,0.14285714285714285,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.16666666666666666,0.14285714285714285,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.09090909090909091,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.3333333333333333,0.1111111111111111
Winter Daiquiri,0.0,1.0,0.0,0.07692307692307693,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.14285714285714285,0.0,0.0,0.125,0.14285714285714285,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.0,0.14285714285714285,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.25,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.1,0.2,0.0,0.1111111111111111,0.1,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.1111111111111111,0.25,0.14285714285714285,0.09090909090909091,0.0,0.0,0.1111111111111111,0.125,0.3333333333333333,0.1,0.09090909090909091,0.1111111111111111,0.125,0.1111111111111111,0.2857142857142857,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.2857142857142857,0.0,0.1111111111111111,0.125,0.125,0.125,0.0,0.0,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.1,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.125,0.2857142857142857,0.1111111111111111,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.125,0.1111111111111111,0.125,0.0,0.0,0.14285714285714285,0.0,0.25,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.1,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.125,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.0,0.0,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.125,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.125,0.0,0.4,0.0,0.09090909090909091,0.25,0.0,0.1,0.0,0.125,0.0,0.125,0.0,0.14285714285714285,0.1111111111111111,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.0,0.14285714285714285,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0.125,0.1111111111111111,0.2,0.0,0.1,0.2,0.0,0.2222222222222222,0.16666666666666666,0.125,0.09090909090909091,0.5,0.16666666666666666,0.0,0.0,0.0,0.2857142857142857,0.25,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.1,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.2,0.0,0.0,0.125,0.16666666666666666,0.0,0.2,0.09090909090909091,0.2857142857142857,0.1111111111111111,0.2,0.1111111111111111,0.125,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.16666666666666666,0.0,0.125,0.16666666666666666,0.2857142857142857,0.0,0.2,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.2857142857142857,0.14285714285714285,0.1111111111111111,0.125,0.3333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.0,0.0,0.08333333333333333,0.16666666666666666,0.07142857142857142,0.25,0.125,0.0,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.07142857142857142,0.0,0.125,0.0,0.125,0.14285714285714285,0.3333333333333333,0.1,0.0,0.1111111111111111,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2857142857142857,0.1111111111111111,0.0,0.0,0.125,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1,0.125,0.0,0.0,0.13333333333333333,0.2222222222222222,0.2857142857142857,0.2857142857142857,0.0,0.16666666666666666,0.07692307692307693,0.14285714285714285,0.0,0.2,0.0,0.125,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.0,0.1111111111111111,0.0,0.25,0.0,0.14285714285714285,0.16666666666666666,0.0,0.14285714285714285,0.1111111111111111,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.25,0.16666666666666666,0.14285714285714285,0.4,0.125,0.0,0.14285714285714285,0.0,0.125,0.125,0.125,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1111111111111111,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.5,0.14285714285714285,0.2857142857142857,0.0,0.3333333333333333,0.1,0.16666666666666666,0.0,0.0,0.3333333333333333,0.2,0.0,0.14285714285714285,0.0,0.1111111111111111,0.14285714285714285,0.0,0.125,0.1,0.0,0.125,0.0,0.16666666666666666,0.1111111111111111,0.0,0.14285714285714285,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.125,0.1111111111111111,0.16666666666666666,0.1,0.0,0.0,0.16666666666666666,0.0,0.0625,0.0,0.0,0.2857142857142857,0.0,0.0,0.25,0.0,0.1111111111111111,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.14285714285714285,0.1111111111111111,0.0,0.1111111111111111,0.125,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.125,0.14285714285714285,0.08333333333333333,0.0,0.0,0.14285714285714285,0.1,0.0,0.125,0.0,0.0,0.125,0.14285714285714285,0.14285714285714285,0.1,0.0,0.125,0.125,0.1,0.2857142857142857,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.1,0.0,0.0,0.09090909090909091,0.0,0.0,0.3333333333333333,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.14285714285714285,0.07692307692307693,0.2857142857142857,0.09090909090909091,0.4,0.0,0.1,0.0,0.25,0.0,0.0,0.1,0.125,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
