Cocktail Name,,12 rum blend infinity bottle,151 rum,absinthe,absinthe bitters,absinthe rinse,absinthe spritz,acacia honey syrup,acid adjusted pineapple juice,acid phosphate,adobo shrub,agave,agave nectar,aged blended jamaica rum,aged rum,akvavit,allspice dram,almonds,amaretto,amaretto cherry,amaro,amaro angeleno,amaro angelino,amaro ciociaro,amaro di angostura,amaro lucano,amaro montenegro,amaro nonino,amaro sibilla,amontillado sherry,ancho reyes verde,angostura amaro,angostura bitters,angostura cocoa bitters,angostura rum,anisette,aperitif rosso,aperol,apple,apple cider,apple fan,apple jack,apple juice,apple signature aged jamaica rum,apple syrup,applejack,apricot liqueur,aquavit,armagnac,aromatic bitters,averna,averna amaro,avocado,avocado pit orgeat,avocado syrup,aztec chocolate bitters,bacardi,bacon fat washed bourbon,baking soda,banana,banana chips,banana leaf,banana liqueur,banana rum,banana syrup,banane du brésil,barbados rum,barr hill gin,barrel aged gin,barspoon simple syrup,basil,basil leaf,basil leaves,basil sprig,batavia arrack,batavia-arrack,baulio amaro,bay leaf,beef broth,beef jerky,beefeater gin,bell pepper,benedictine,bergamot tea syrup,bianco vermouth,bitter bianco,bitter liqueur,bittermens hopped grapefruit bitters,bittermen’s tiki bitters,bitters,black pepper,black pepper syrup,black peppercorns,black tea,blackberries,blackberry,blackberry garnishes,blackberry spear,blackstrap bitters,blackstrap rum,blanc vermouth,blanco tequila,blended scotch,blood orange juice,blood orange wedge,blue curacao,blue curaçao,blueberry,blueberry jam,blueberry pancake syrup,boiling water,boker’s bitters,bonal gentiane-quina,bonded applejack,bonded bourbon,bourbon,branca menta,brandy,braulio amaro,broken paper umbrella,brown sugar,brown sugar cube,brugal añejo rum,brûléed bananas slice,bushmills,butter,butterfly pea tea,bénédictine,cacao blanc,cacao nibs,cachaca,cachaça,caffe lolita,calamansi liqueur,california brandy,camapri,campari,candied ginger,cappelletti apertivo,caramelized banana slice,cardamon bitters,carpano antica,carpano antica vermouth,carrot juice,caster sugar,cava,cayenne pepper,caña brava 3yr rum,celery bitters,celery juice,celery stick,chai bitters,champagne,charanda,charanda blanco,charred onion dry vermouth,cheese,cherries,cherry,cherry bark vanilla bitters,cherry bitters,cherry heering,cherry herring,cherry liqueur,cherry tomatoes,chicory bitters,chile liqueur,chili liqueur,chili salt,chipotle puree,chloroxygen,chocolate,chocolate bitters,chocolate infused rum,chocolate liqueur,cilantro leaves,cinnamon,cinnamon bark syrup,cinnamon bitters,cinnamon simple syrup,cinnamon stick,cinnamon sticks,cinnamon sugar,cinnamon syrup,citric acid,citron vodka,clarified tropical mix,cloudy apple juice,clove,clover honey,club soda,coca-cola,cocchi americano,cocchi rosa,cocktail cherry,cocktail umbrella,coco lopez,cocoa powder,coconut cream,coconut fat washed vodka,coconut liqueur,coconut milk,coconut milk syrup,coconut rum,coconut syrup,coconut vinegar,coconut water,coffee,coffee beans,coffee bitters,coffee concentrate,coffee liqueur,coffee syrup,cognac,cointreau,cointreau cream,coke,coke reduction,cola,cold brew coffee,cold brew concentrate,cold water,collins top pebble ice,cornichon pickle,coruba,coupe,cranberry bitters,cranberry juice,creme de banane,creme de cacao,creme de cacao white,creme de cassis,creme de menthe,creme de mure,creme de mûre,crushed ice,cruzan gold,crème de cacao,crème de casis,crème de cassis,crème de menthe,crème de mûre,crème de violette,cube of pineapple,cubed pineapple,cucumber,cucumber bitters,cucumber coins,cucumber slice,cucumber slices,cucumber tonic water,cucumber wheel,cucumber wheels,cynar,dad's old fashioned root beer,dark jamaica rum,dark rum,dash chocolate bitters,dash orange bitters,dashes orange bitters,dehydrated citrus wheel,dehydrated lemon wheel,dehydrated lime wheel,dehydrated orange wheel,demerara orgeat,demerara rum,demerara sugar,demerara syrup,denizen merchant's reserve,dolin dry vermouth,don q gold,don's mix no. 2,double shot espresso,drambuie,dried apricot,dry curacao,dry gin,dry red bordeaux,dry vermouth,dry white wine,earl grey infused gin,east india sherry,egg,egg white,egg whites,egg yolk,egg yolks,eggs,elderflower,elderflower foam,elderflower liqueur,espresso,espresso beans,evaporated milk,falernum,fassionola syrup,feegans orange bitters,feegans’s orange bitters,fennel bulb,fernet branca,fernet-branca,fino sherry,firewater bitters,flamed orange peel,flavour blaster passion fruit smoke bubble,freegans orange bitters,freeze dried lemon wheel,fresh blackberry,fresh fruit,fresh grated nutmeg,fresh mint,fresh strawberries,freshly-ground nutmeg,fresno chile,fruit,galliano,garlic,garnishes,genepy des alpes,genever,gentian amaro,gentian liqueur,gin,ginger,ginger ale,ginger beer,ginger candy,ginger juice,ginger liqueur,ginger syrup,ginger wort,gingerbread syrup,gold jamaica rum,gold rum,good english ale,gran classico,grand marnier,granulated sugar,grape,grapefruit,grapefruit bitters,grapefruit juice,grapefruit liqueur,grapefruit peel,grapefruit slice,grapefruit soda,grapefruit syrup,grapefruit twist,grapefruit vodka,grapefruit wedge,grapefruit wheel,grapes,grated chocolate,grated cinnamon,grated nutmeg,green apple,green apple liqueur,green chartreuse,grenadine,grenadine float,grenadine syrup,ground cayenne pepper,ground chili,ground cinnamon,ground peppercorn,guinness,gum syrup,haitian rum,hamilton 151,hand whipped heavy cream,heavy cream,hellfire bitters,hellfire shrub,hibiscus syrup,highball,hollowed out pineapple,honey,honey syrup,hot chocolate,hot coffee,hot honey syrup,hot sauce,hot sweetened coffee,hot water,hurricane glass,ice,ice wine,ipa topped,irish whiskey,irish wiskey,italian orange,italicus,jack daniel’s rye whiskey,jagermeister,jalapeño,jamaica rum,japanese whiskey,japanese whisky,jägermeister,kiwi,kiwi juice,kiwi slice,kiwi syrup,kombucha,kosher salt,laphroaig islay scotch,large red grapes,lavender bitters,lavender sprig,lavender syrup,lemon,lemon bitters,lemon hart 151,lemon hart 151 float,lemon juice,lemon peel,lemon peel garnish,lemon rind,lemon slice,lemon slices,lemon soda,lemon twist,lemon wedge,lemon wedges,lemon wege with clove,lemon wheel,lemon zest,licor 43,light rum,lillet blanc,lillet rouge,lilletpertif,lime,lime acid orange,lime bitters,lime coin,lime cordial,lime crown,lime juice,lime rose,lime syrup,lime twist,lime wedge,lime wheel,lime wheel and ancho chile powder,lime wheel and raspberry garnish,lime wheel flag,limoncello,liquer de abricot,london dry gin,low-fi sweet vermouth,luxardo bitter rosso,luxardo cherry,luxardo maraschino,luxardo maraschino liqueur,lychee syrup,lyres classico,macadamia nut orgeat,malbec reduction,malic acid,malort,malted milk,mandarin liqueur,mandarine napoleon,mango fruit leather,manzanilla sherry,maple syrup,maraschino,maraschino cherries,maraschino cherry,maraschino cherry juice,maraschino liqueur,marie brizard apricot liqueur,matcha,matcha powder,meadowsweet syrup,meletti amaro,mezcal,mezcal espadin,midori,milk,mint,mint bouquet,mint infused vodka,mint leaf,mint leaves,mint pineapple,mint sprig,molasses syrup,mole bitters,mr. black coffee liqueur,msg solution,msg solutions,mulholland gin,muscovado sugar,mustard seeds,myers planters punch blend,navy strength rum,nick and nora,nigori sake,nutmeg,nutmeg simple syrup,old tom genever,old tom gin,olive,olive brine,oloroso sherry,onion,orange,orange bitters,orange blossom water,orange coin twist,orange curacao,orange flower water,orange half wheel,orange juice,orange liqueur,orange marmalade,orange oil,orange peel,orange peel syrup,orange peels,orange slice,orange twist,orange wheel,orange wheels,orange zest,orchid,orchids,orgeat,orgeat syrup,orinoco bitters,overproof rum,overproof white rum,pamplemousse liqueur,parfait amour,parmesan,passion fruit,passion fruit juice,passion fruit puree,passion fruit purée,passion fruit syrup,passionfruit syrup,peach,peach bitters,peach liqueur,peach puree,peanut butter whiskey,pear brandy,pear juice,pebble,pebble ice,peppermint liqueur,pernod,pernod pastis,peychaud's bitters,peychauds bitters,peychaud’s bitters,pickle,pierre ferrand dry curaçao,pilsner glass,pimm's no 1,pimms no.1,pimm’s no 1,pinapple juice,pinch of salt,pinch of sea salt or fleur de sel,pineapple,pineapple frond,pineapple fronds,pineapple juice,pineapple rum,pineapple wedge,pineau des charentes,pink lemonade,pisco,pisco acholado,pistachio orgeat,plantation 5 star,plantation oftd,plantation pineapple,plymouth gin,pomegranate molasses,pomelo juice,pomelo twist,pressed coconut water,prosecco,puerto rican gold rum,puerto rican rum,pumpkin spice syrup,punt e mes,pure vanilla extract,pure white or vsop,px sherry,ramazotti,ramazzotti,ransom old tom gin,raspberries,raspberry,raspberry garnish,raspberry gomme syrup,raspberry jam,raspberry liqueur,raspberry preserve,raspberry preserves,raspberry syrup,red bell pepper,red chili,red grape,red wine,red wine vinegar,regan’s orange bitters,reposado tequila,rhubarb bitters,rhum,rhum agricole,rhum agricole blanc,rhum barbancourt blanc,rich cane syrup,rich cinnamon syrup,rich pineapple syrup,rich simple syrup,ripe banana,rittenhouse bonded rye,roasted macadamia nuts,rocket,roe,roku gin,root beer syrup,rose water,rosemary,rosemary maple syrup,rosemary sprig,rosewater,ruby port,ruby red grapefruit juice,rum,rye,rye whiskey,sage,sage infused honey syrup,sage leaf,sage leaves,saison pale rum,saline,saline solution,salt,sarsaparilla bitters,scotch,scotch whiskey,scrappy’s firewater bitters,sea salt,season fruit,seasonal fruit,seedlip spice 94,select aperitivo,select apertivo,semi sweet chocolate,sencha tea,sfumato rabarbaro,sherry,sherry vinegar,shishito pepper,shiso leaf,shochu,shrub bitters,silver cachaça,simple syrup,skittles,skittles gin,skrewball whiskey,sloe gin,smith & cross,soda water,soursop,southern comfort,soy sauce,sparkling ice pink grapefruit soda,sparkling water,spiced demerara syrup,spiced rum,spiritless kentucky 74,splash club soda,splash of lemon-lime soda,sprite,spritz of absinthe,st germain,st. germain,stiggins fancy,strawberries,strawberry,strawberry brandy,strawberry fan,strawberry honey syrup,strawberry jelly,strawberry liqueur,strawberry preserves,strawberry puree,strawberry slice,strawberry slices,sugar,sugar cane syrup,sugar cube,suntory,suntory toki,sushi rice,suze,suze gentian liqueur,sweet vermouth,sweetened condensed milk,sweetened heavy cream,taneueray no. 10,tanqueray gin,tennessee whiskey,tequila,tequila añejo,tequila blanco,thai chile pepper,tiki bitters,toasted macadamia orgeat,tobacco bitters,tomato juice,tonic water,tribal lime,triple sec,triple syrup,truffle salt,ube halaya,ube syrup,umeshu,underberg bitters,unsweetened coconut milk,vanilla bitters,vanilla exctract,vanilla extract,vanilla sugar,vanilla syrup,vanilla vodka,velvet falernum,velvet falrnum,vermouth,vermouth di torino,vinegar,virgin islands rum,vodka,walnut bitters,walnut liqueur,warm water,water,watermelon juice,whipped cream on top,whiskey,whisky,white chocolate syrup,white creme de cacao,white crème de cacao,white grapefruit juice,white rum or aguardiente,whole milk,whole milk (or milk of choice),wine,woodford reserve,xanthan gum,xocolatl mole bitters,yellow chartreuse,yellow pepper juice,yuzu juice,yuzu puree,yuzu soda,zucca rabarbaro
Bushwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter Daiquiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mundo Perdido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Formidable Dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tradewinds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
