Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
0.60319316,0.00026584233,0.00026616806,0.00026601434,0.30788198,0.0002662765,0.08786058
0.39991257,0.0005151687,0.117526434,0.00051567133,0.103185385,0.37782893,0.00051589834
0.0012137676,0.940538,0.0012159481,0.05338998,0.0012151222,0.0012145456,0.0012126318
0.14094584,0.0003695982,0.00036984062,0.5071975,0.00036975872,0.00036990552,0.3503776
0.46342582,0.0012353561,0.0012377164,0.0012354064,0.53039443,0.0012354632,0.0012358441
0.0013018141,0.99218315,0.0013048884,0.0013046103,0.0013018319,0.0013026611,0.001301027
0.0012573956,0.92263895,0.071072154,0.0012586334,0.0012577937,0.001258228,0.0012568609
0.0009964127,0.0009970184,0.0009958553,0.9462296,0.048787143,0.0009968551,0.0009971493
0.1273243,0.08462794,0.059745617,0.0014797214,0.30339983,0.42194515,0.0014774246
0.0006264052,0.021852294,0.00062664464,0.4679059,0.27967262,0.22868967,0.0006264267
0.0046776747,0.1155801,0.00040334562,0.85369635,0.010599188,0.014640004,0.00040332714
0.0013648528,0.8678354,0.0013668671,0.12533498,0.0013677874,0.0013663536,0.0013637433
0.0011547424,0.99306554,0.0011575143,0.0011574515,0.0011550235,0.0011556108,0.0011541237
0.0011842605,0.8559693,0.1381078,0.0011860132,0.0011839225,0.0011845944,0.0011840607
0.0011299937,0.0708007,0.0011302892,0.8500455,0.0011296772,0.074634306,0.0011295371
0.0031272213,0.61805475,0.0012081462,0.18671593,0.0012048639,0.1884828,0.0012063301
0.2749661,0.029090574,0.06988811,0.16105896,0.00071074447,0.013762388,0.45052317
0.0010232595,0.99385494,0.0010253566,0.001025096,0.0010234979,0.0010244217,0.0010234993
0.1640176,0.048949044,0.0007843658,0.20342551,0.48609054,0.0007841546,0.095948786
0.17968655,0.36384735,0.37852925,0.07383909,0.001365639,0.0013662144,0.0013659078
0.0005138439,0.99691606,0.0005143994,0.00051404873,0.0005141803,0.00051399827,0.00051343994
0.00089517003,0.9946258,0.00089664833,0.00089616864,0.00089554064,0.00089559704,0.00089502643
0.0006890377,0.995864,0.00069065636,0.00068909395,0.00068901334,0.0006896526,0.00068856333
0.00017717225,0.49168104,0.00017721007,0.00017705194,0.17248063,0.33512977,0.00017711295
0.00066971127,0.9959803,0.0006707247,0.00066973845,0.00066950277,0.0006700185,0.0006699626
0.0009127859,0.99452156,0.0009145309,0.000913111,0.0009124834,0.0009133836,0.0009121229
0.00086851924,0.9947875,0.00087022,0.0008685984,0.00086796534,0.00086904597,0.0008681568
0.00019501713,0.47419426,0.00019501644,0.00019481819,0.279344,0.245682,0.00019487976
0.0011368768,0.9931737,0.0011389029,0.0011384574,0.0011376824,0.0011382602,0.0011360764
0.0013519565,0.0013520924,0.0013511089,0.0013543948,0.0013520248,0.0013520118,0.9918864
0.0017697972,0.9893773,0.0017723897,0.0017708564,0.001769067,0.0017712042,0.0017693406
0.00023224416,0.36511713,0.00023215722,0.0002319835,0.34052554,0.29342896,0.00023199803
0.24907862,0.41630402,0.0009087206,0.011717377,0.22492568,0.0009092137,0.0961564
0.00068294216,0.9263265,0.048846956,0.022093661,0.0006831462,0.0006838524,0.00068294076
